Major_Category_en,Sub_Category_en,Major_Category_ja,Sub_Category_ja,Major_Category_ko,Sub_Category_ko,Korean,Japanese,English
Music,Lotus Land Story,音楽部門,東方幻想郷,음악부문,동방환상향,Crescent Dream,Crescent Dream,Crescent Dream
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,괴기담 ~ Mystic Square,怪綺談　～ Mystic Square,Bizarre Romantic Story ~ Mystic Square
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,Dream Express,Dream Express,Dream Express
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,마법진 ~ Magic Square,魔法陣　～ Magic Square,Magic Square
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,몽상시공,夢想時空,Dimension of Reverie
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,영천 ~ Spiritual Heaven,霊天　～ Spiritual Heaven,Spiritual Heaven
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,Romantic Children,Romantic Children,Romantic Children
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,플라스틱 마인드,プラスチックマインド,Plastic Mind
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,메이플 와이즈,メイプルワイズ,Maple Wise
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,금단의 마법 ~ Forbidden Magic,禁断の魔法　～ Forbidden Magic,Forbidden Magic
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,진홍의 소녀 ~ Crimson Dead!!,真紅の少女　～ Crimson Dead!!,Crimson Maiden ~ Crimson Dead!!
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,배신의 소녀 ~ Judas Kiss,裏切りの少女　～ Judas Kiss,Treacherous Maiden ~ Judas Kiss
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,the Last Judgement,the Last Judgement,the Last Judgement
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,가엾은 인형 ~ Doll of Misery,悲しき人形　～ Doll of Misery,Doll of Misery
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,세계의 끝 ~ World's End,世界の果て　～ World's End,End of the World ~ World's End
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,신화환상 ~ Infinite Being,神話幻想　～ Infinite Being,Legendary Illusion ~ Infinite Being
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,이상한 나라의 앨리스,不思議の国のアリス,Alice in Wonderland
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,the Grimoire of Alice,the Grimoire of Alice,the Grimoire of Alice
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,신사,神社,Shinto Shrine
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,Endless,Endless,Endless
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,구원의 낙원,久遠の楽園,Eternal Paradise
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,Mystic Dream,Mystic Dream,Mystic Dream
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,Peaceful Romancer,Peaceful Romancer,Peaceful Romancer
Music,Mystic Square,音楽部門,東方怪綺談,음악부문,동방괴기담,영혼이 쉬는 곳,魂の休らむ所,Soul's Resting Place
Music,Akyu's Untouched Score,音楽部門,幺樂団の歴史,음악부문,요악단의 역사,테마 오브 이스턴 스토리,テーマ・オブ・イースタンストーリー,Theme of Eastern Story
Music,Bohemian Archive in Japanese Red,音楽部門,東方文花帖（書籍）,음악부문,동방문화첩(서적),풍신소녀,風神少女,Wind God Girl
Music,Bohemian Archive in Japanese Red,音楽部門,東方文花帖（書籍）,음악부문,동방문화첩(서적),말괄량이 연랑의 모험,おてんば恋娘の冒険,Adventure of the Lovestruck Tomboy
Music,Bohemian Archive in Japanese Red,音楽部門,東方文花帖（書籍）,음악부문,동방문화첩(서적),화영총 ~ After Higan Retour,花映塚　～ after Higan Retour,Flower Reflecting Mound ~ after Higan Retour
Music,Touhou Gumon (Gensokyo Chronicle),音楽部門,東方求聞史紀,음악부문,동방구문사기 / 동방구문구수,재패니즈 사가,ジャパニーズサーガ,Japanese Saga
Music,Touhou Gumon (Gensokyo Chronicle),音楽部門,東方求聞史紀,음악부문,동방구문사기 / 동방구문구수,아레의 자손,阿礼の子供,Child of Are
Music,Touhou Gumon (Gensokyo Chronicle),音楽部門,東方求聞史紀,음악부문,동방구문사기 / 동방구문구수,밤의 히토야마를 날다 - Power MIX,夜の鳩山を飛ぶ‐Power Mix,Fly above Hatoyama at night - Power MIX
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,서니 루틸 플렉션,サニールチルフレクション,Sunny Rutile Flection
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,밤이니까 잠들 수 없어,夜だから眠れない,Can't Sleep Because It's Nighttime
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,"요정, 반짝반짝하게",妖精燦々として,Like the Brilliance of Fairies
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,서니 밀크의 홍무이변,サニーミルクの紅霧異変,Sunny Milk's Scarlet Mist Incident
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,눈과 달과 벚꽃의 나라,雪月桜花の国,A Land Resplendent With Nature's Beauty
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,스타 보야주 2008,スターヴォヤージュ2008,Star Voyage 2008
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,귀여운 대전쟁의 리프레인,可愛い大戦争のリフレーン,The Refrain of the Lovely Great War
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,페어리 모험담,フェアリー冒険譚,The Fairy's Adventurous Tale
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,두 개의 세계,二つの世界,Two Worlds
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,신역의 숨바꼭질 생활,神域のかくれんぼ暮らし,The Hide-and-Seek Lifestyle at the Shrine
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,요괴 모던 콜로니,妖怪モダンコロニー,Youkai Modern Colony
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,언제나 정신없는 호기심,年中夢中の好奇心,Year-Round Absorbed Curiosity
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,한밤중의 페어리 댄스,真夜中のフェアリーダンス,A Midnight Fairy Dance
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,요정대전쟁 ~ Fairy Wars,妖精大戦争　～ Fairy Wars,Great Fairy Wars ~ Fairy Wars
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,메이거스 나이트,メイガスナイト,Magus Night
Music,Touhou Sangetsusei,音楽部門,東方三月精,음악부문,동방삼월정,오랜 위안셴,古きユアンシェン,Old Yuanxian
Music,Touhou Bougetsushou,音楽部門,東方儚月抄,음악부문,동방맹월초,요괴우주여행,妖怪宇宙旅行,Youkai Space Travel
Music,Touhou Bougetsushou,音楽部門,東方儚月抄,음악부문,동방맹월초,와타츠키의 스펠카드 ~ Lunatic Blue,綿月のスペルカード　～ Lunatic Blue,Watatsuki's Spell Card ~ Lunatic Blue
Music,Touhou Bougetsushou,音楽部門,東方儚月抄,음악부문,동방맹월초,주정뱅이의 레무리아 (Retro Ver),呑んべぇのレムリア (Retro Ver),A Drunkard's Lemuria (Retro Ver)
Music,The Grimoire of Marisa,音楽部門,The Grimoire of Marisa,음악부문,The Grimoire of Marisa,마법사의 우울,魔法使いの憂鬱,Magician's Melancholy
Music,The Grimoire of Marisa,音楽部門,The Grimoire of Marisa,음악부문,The Grimoire of Marisa,스푸트니크 환야,スプートニク幻夜,Illusionary Sputnik Night
Music,Forbidden Scrollery,音楽部門,東方鈴奈庵,음악부문,동방영나암,판독안의 비블리오필리아,判読眼のビブロフィリア,Bibliophile with a Deciphering Eye
Music,Forbidden Scrollery,音楽部門,東方鈴奈庵,음악부문,동방영나암,운하를 다니는 인요,運河を行き交う人妖,Humans and Youkai Coming and Going at the Canal
Music,Forbidden Scrollery,音楽部門,東方鈴奈庵,음악부문,동방영나암,토끼는 내려앉았다,兎は舞い降りた,The Rabbit Has Landed
Music,Dolls in Pseudo Paradise,音楽部門,蓬莱人形,음악부문,봉래인형,봉래전설,蓬莱伝説,Legend of Hourai
Music,Dolls in Pseudo Paradise,音楽部門,蓬莱人形,음악부문,봉래인형,이색연화접 ~ Red and White,二色蓮花蝶　～ Red and White,Dichromatic Lotus Butterfly ~ Red and White
Music,Dolls in Pseudo Paradise,音楽部門,蓬莱人形,음악부문,봉래인형,앵화지연총 ~ Japanese Flower,桜花之恋塚　～ Japanese Flower,Lovely Mound of Cherry Blossoms ~ Japanese Flower
Music,Dolls in Pseudo Paradise,音楽部門,蓬莱人形,음악부문,봉래인형,메이지 17년의 상하이 앨리스,明治十七年の上海アリス,Shanghai Alice of Meiji 17
Music,Dolls in Pseudo Paradise,音楽部門,蓬莱人形,음악부문,봉래인형,동방괴기담,東方怪奇談,Eastern Tale of Fancy
Music,Dolls in Pseudo Paradise,音楽部門,蓬莱人形,음악부문,봉래인형,에니그마틱 돌,エニグマティクドール,Enigmatic Doll
Music,Dolls in Pseudo Paradise,音楽部門,蓬莱人形,음악부문,봉래인형,서커스 레버리,サーカスレヴァリエ,Circus Reverie
Music,Dolls in Pseudo Paradise,音楽部門,蓬莱人形,음악부문,봉래인형,인형의 숲,人形の森,Forest of Dolls
Music,Dolls in Pseudo Paradise,音楽部門,蓬莱人形,음악부문,봉래인형,Witch of Love Potion,Witch of Love Potion,Witch of Love Potion
Music,Dolls in Pseudo Paradise,音楽部門,蓬莱人形,음악부문,봉래인형,리인카네이션,リーインカーネイション,Reincarnation
Music,Dolls in Pseudo Paradise,音楽部門,蓬莱人形,음악부문,봉래인형,U.N.오웬은 그녀인가?,U.N.オーエンは彼女なのか？,U.N. Owen was Her?
Music,Dolls in Pseudo Paradise,音楽部門,蓬莱人形,음악부문,봉래인형,영원의 무녀,永遠の巫女,Eternal Shrine Maiden
Music,Dolls in Pseudo Paradise,音楽部門,蓬莱人形,음악부문,봉래인형,하늘을 나는 무녀의 이상한 매일,空飛ぶ巫女の不思議な毎日,The Wonderous Everyday Life of the Flying Shrine Maiden
Music,Ghostly Field Club,音楽部門,蓮台野夜行,음악부문,렌다이노 야행,밤의 덴데라노를 가다,夜のデンデラ野を逝く,Passing on Through the Dendera Fields in the Night
Music,Ghostly Field Club,音楽部門,蓮台野夜行,음악부문,렌다이노 야행,소녀비봉클럽,少女秘封倶楽部,Girls' Secret Sealing Club
Music,Ghostly Field Club,音楽部門,蓮台野夜行,음악부문,렌다이노 야행,동방요요몽 ~ Ancient Temple,東方妖々夢　～ Ancient Temple,Eastern Ghostly Dream ~ Ancient Temple
Music,Ghostly Field Club,音楽部門,蓮台野夜行,음악부문,렌다이노 야행,오래된 명계사,古の冥界寺,Ancient Temple of the Netherworld
Music,Ghostly Field Club,音楽部門,蓮台野夜行,음악부문,렌다이노 야행,환시의 밤 ~ Ghostly Eyes,幻視の夜　～ Ghostly Eyes,Illusionary Night ~ Ghostly Eyes
Music,Ghostly Field Club,音楽部門,蓮台野夜行,음악부문,렌다이노 야행,마술사 메리,魔術師メリー,Merry the Magician
Music,Ghostly Field Club,音楽部門,蓮台野夜行,음악부문,렌다이노 야행,"달의 요조, 요괴고양이의 환상",月の妖鳥、化猫の幻,"Youkai Bird of the Moon, Illusion of the Bakeneko"
Music,Ghostly Field Club,音楽部門,蓮台野夜行,음악부문,렌다이노 야행,과거의 꽃 ~ Fairy of Flower,過去の花　～ Fairy of Flower,Flower of Past Days ~ Fairy of Flower
Music,Ghostly Field Club,音楽部門,蓮台野夜行,음악부문,렌다이노 야행,마법소녀 십자군,魔法少女十字軍,Magical Girl's Crusade
Music,Ghostly Field Club,音楽部門,蓮台野夜行,음악부문,렌다이노 야행,소녀환장 ~ Necro-Fantasy,少女幻葬　～ Necro-Fantasy,A Maiden's Illusionary Funeral ~ Necro-Fantasy
Music,Ghostly Field Club,音楽部門,蓮台野夜行,음악부문,렌다이노 야행,환상의 영원제,幻想の永遠祭,Eternal Festival of Illusions
Music,Changeability of Strange Dream,音楽部門,夢違科学世紀,음악부문,몽위과학세기,동제 ~ Innocent Treasures,童祭　～ Innocent Treasures,Kid's Festival ~ Innocent Treasures
Music,Changeability of Strange Dream,音楽部門,夢違科学世紀,음악부문,몽위과학세기,화서의 꿈,華胥の夢,Dream of Huaxu
Music,Changeability of Strange Dream,音楽部門,夢違科学世紀,음악부문,몽위과학세기,상해홍차관 ~ Chinese Tea,上海紅茶館　～ Chinese Tea,Shanghai Scarlet Teahouse ~ Chinese Tea
Music,Changeability of Strange Dream,音楽部門,夢違科学世紀,음악부문,몽위과학세기,보이지 1969,ヴォヤージュ1969,Voyage 1969
Music,Changeability of Strange Dream,音楽部門,夢違科学世紀,음악부문,몽위과학세기,과학 세기의 소년소녀,科学世紀の少年少女,Boys and Girls of the Age of Science
Music,Changeability of Strange Dream,音楽部門,夢違科学世紀,음악부문,몽위과학세기,영야의 대가 ~ Imperishable Night,永夜の報い　～ Imperishable Night,Retribution for the Eternal Night ~ Imperishable Night
Music,Changeability of Strange Dream,音楽部門,夢違科学世紀,음악부문,몽위과학세기,밤이 내려온다 ~ Evening Star,夜が降りてくる　～ Evening Star,Night Falls ~ Evening Star
Music,Changeability of Strange Dream,音楽部門,夢違科学世紀,음악부문,몽위과학세기,인형재판 ~ 사람의 형상을 가지고 노는 소녀,人形裁判　～ 人の形弄びし少女,Doll Judgement ~ The Girl who Played with People's Shapes
Music,Changeability of Strange Dream,音楽部門,夢違科学世紀,음악부문,몽위과학세기,꿈과 현실의 경계,夢と現の境界,Border Between Dreams and Reality
Music,Changeability of Strange Dream,音楽部門,夢違科学世紀,음악부문,몽위과학세기,환상기계 ~ Phantom Factory,幻想機械　～ Phantom Factory,Fantasy Machine ~ Phantom Factory
Music,Changeability of Strange Dream,音楽部門,夢違科学世紀,음악부문,몽위과학세기,유현의 단풍나무 ~ Eternal Dream,幽玄の槭樹　～ Eternal Dream,Mystical Maple ~ Eternal Dream
Music,Retrospective 53 minutes,音楽部門,卯酉東海道,음악부문,묘유동해도,히로시게 36호 ~ Neo Super-Express,ヒロシゲ36号　～ Neo Super-Express,Hiroshige No.36 ~ Neo Super-Express
Music,Retrospective 53 minutes,音楽部門,卯酉東海道,음악부문,묘유동해도,53분 간의 푸른 바다,53ミニッツの青い海,Blue Sea of 53 Minutes
Music,Retrospective 53 minutes,音楽部門,卯酉東海道,음악부문,묘유동해도,죽취비상 ~ Lunatic Princess,竹取飛翔　～ Lunatic Princess,Flight of the Bamboo Cutter ~ Lunatic Princess
Music,Retrospective 53 minutes,音楽部門,卯酉東海道,음악부문,묘유동해도,피안귀항 ~ Riverside View,彼岸帰航　～ Riverside View,Higan Retour ~ Riverside View
Music,Retrospective 53 minutes,音楽部門,卯酉東海道,음악부문,묘유동해도,아오키가하라의 전설,青木ヶ原の伝説,Legend of Aokigahara
Music,Retrospective 53 minutes,音楽部門,卯酉東海道,음악부문,묘유동해도,우사님의 새하얀 깃발,お宇佐さまの素い幡,White Flag of Usa Shrine
Music,Retrospective 53 minutes,音楽部門,卯酉東海道,음악부문,묘유동해도,"달까지 닿아라, 불사의 연기",月まで届け不死の煙,"Reach for the Moon, Immortal Smoke"
Music,Retrospective 53 minutes,音楽部門,卯酉東海道,음악부문,묘유동해도,레트로스펙티브 교토,レトロスペクティブ京都,Retrospective Kyoto
Music,Retrospective 53 minutes,音楽部門,卯酉東海道,음악부문,묘유동해도,락드 걸 ~ 소녀밀실,ラクトガール　～ 少女密室,Locked Girl ~ The Girl's Sealed Room
Music,Retrospective 53 minutes,音楽部門,卯酉東海道,음악부문,묘유동해도,천년환상향 ~ History of the Moon,千年幻想郷　～ History of the Moon,Gensokyo Millennium ~ History of the Moon
Music,Retrospective 53 minutes,音楽部門,卯酉東海道,음악부문,묘유동해도,가장 맑은 하늘과 바다,最も澄みわたる空と海,The Purest Sky and Sea
Music,Magical Astronomy,音楽部門,大空魔術,음악부문,대공마술,월면 투어에 어서 오세요,月面ツアーへようこそ,Welcome to the Moon Tour
Music,Magical Astronomy,音楽部門,大空魔術,음악부문,대공마술,천공의 그리니치,天空のグリニッジ,Greenwich in the Sky
Music,Magical Astronomy,音楽部門,大空魔術,음악부문,대공마술,동쪽 나라의 잠들지 않는 밤,東の国の眠らない夜,Sleepless Night of the Eastern Country
Music,Magical Astronomy,音楽部門,大空魔術,음악부문,대공마술,휠체어의 미래우주,車椅子の未来宇宙,The Wheelchair's Future in Space
Music,Magical Astronomy,音楽部門,大空魔術,음악부문,대공마술,Demystify Feast,Demystify Feast,Demystify Feast
Music,Magical Astronomy,音楽部門,大空魔術,음악부문,대공마술,위성 카페테라스,衛星カフェテラス,Satellite Café Terrace
Music,Magical Astronomy,音楽部門,大空魔術,음악부문,대공마술,G Free,G Free,G Free
Music,Magical Astronomy,音楽部門,大空魔術,음악부문,대공마술,상하이 앨리스 환악단 / C70 (2006/08/13) ~ Magical Astronomy,大空魔術　～ Magical Astronomy,Celestial Wizardry ~ Magical Astronomy
Music,Magical Astronomy,音楽部門,大空魔術,음악부문,대공마술,네크로 판타지아,ネクロファンタジア,Necrofantasia
Music,Magical Astronomy,音楽部門,大空魔術,음악부문,대공마술,저편의 달,向こう側の月,The Far Side of the Moon
Music,"Unknown Flower, Mesmerizing Journey",音楽部門,未知の花　魅知の旅,음악부문,미지의 꽃 매지의 여행,상하이 앨리스 환악단 / 제8회 하쿠레이 신사 예대제 (2011/05/08),未知の花 魅知の旅,"Unknown Flower, Mesmerizing Journey"
Music,"Unknown Flower, Mesmerizing Journey",音楽部門,未知の花　魅知の旅,음악부문,미지의 꽃 매지의 여행,무간의 종 ~ Infinite Nightmare,無間の鐘　～ Infinite Nightmare,Bell of Avici ~ Infinite Nightmare
Music,"Unknown Flower, Mesmerizing Journey",音楽部門,未知の花　魅知の旅,음악부문,미지의 꽃 매지의 여행,"내일은 휴일, 어제는 평일",明日ハレの日、ケの昨日,"Tomorrow will be Special, Yesterday was Not"
Music,Trojan Green Asteroid,音楽部門,鳥船遺跡,음악부문,토리후네 유적,위성 토리후네,衛星トリフネ,Satellite TORIFUNE
Music,Trojan Green Asteroid,音楽部門,鳥船遺跡,음악부문,토리후네 유적,트로이군의 밀림,トロヤ群の密林,Trojan Asteroid Jungle
Music,Trojan Green Asteroid,音楽部門,鳥船遺跡,음악부문,토리후네 유적,디자이어 드라이브,デザイアドライブ,Desire Drive
Music,Trojan Green Asteroid,音楽部門,鳥船遺跡,음악부문,토리후네 유적,페어리 모험담,フェアリー冒険譚,The Fairies' Adventurous Tale
Music,Trojan Green Asteroid,音楽部門,鳥船遺跡,음악부문,토리후네 유적,아메노토리후네 신사,天鳥船神社,Ame-no-torifune Shrine
Music,Trojan Green Asteroid,音楽部門,鳥船遺跡,음악부문,토리후네 유적,밤하늘의 UFO 로맨스,夜空のユーフォーロマンス,UFO Romance in the Night Sky
Music,Trojan Green Asteroid,音楽部門,鳥船遺跡,음악부문,토리후네 유적,하르트만의 요괴소녀,ハルトマンの妖怪少女,Hartmann's Youkai Girl
Music,Trojan Green Asteroid,音楽部門,鳥船遺跡,음악부문,토리후네 유적,아메노토리후네 신사의 결계,天鳥船神社の結界,The Barrier of Ame-no-torifune Shrine
Music,Trojan Green Asteroid,音楽部門,鳥船遺跡,음악부문,토리후네 유적,감정의 마천루 ~ Cosmic Mind,感情の摩天楼　～ Cosmic Mind,Emotional Skyscraper ~ Cosmic Mind
Music,Trojan Green Asteroid,音楽部門,鳥船遺跡,음악부문,토리후네 유적,우주에 떠오른 환상향,宇宙に浮かぶ幻想郷,The Gensokyo That Floats in Outer Space
Music,Neo-traditionalism of Japan,音楽部門,伊弉諾物質,음악부문,이자나기 물질,녹색의 새너토리엄,緑のサナトリウム,Green Sanatorium
Music,Neo-traditionalism of Japan,音楽部門,伊弉諾物質,음악부문,이자나기 물질,소에게 이끌려 젠코지 참배,牛に引かれて善光寺参り,Led On by a Cow to Visit Zenkou Temple
Music,Neo-traditionalism of Japan,音楽部門,伊弉諾物質,음악부문,이자나기 물질,하트펠트 팬시,ハートフェルトファンシー,Heartfelt Fancy
Music,Neo-traditionalism of Japan,音楽部門,伊弉諾物質,음악부문,이자나기 물질,60년만의 동방재판 ~ Fate of Sixty Years,六十年目の東方裁判　～ Fate of Sixty Years,Eastern Judgement in the Sixtieth Year ~ Fate of Sixty Years
Music,Neo-traditionalism of Japan,音楽部門,伊弉諾物質,음악부문,이자나기 물질,아가르타의 바람,アガルタの風,Wind of Agartha
Music,Neo-traditionalism of Japan,音楽部門,伊弉諾物質,음악부문,이자나기 물질,이자나기 오브젝트,イザナギオブジェクト,Izanagi Object
Music,Neo-traditionalism of Japan,音楽部門,伊弉諾物質,음악부문,이자나기 물질,요괴 뒤쪽 참배길,妖怪裏参道,Rear Temple Path of Youkai
Music,Neo-traditionalism of Japan,音楽部門,伊弉諾物質,음악부문,이자나기 물질,언노운 X ~ Unfound Adventure,アンノウンX　～ Unfound Adventure,Unknown X ~ Unfound Adventure
Music,Neo-traditionalism of Japan,音楽部門,伊弉諾物質,음악부문,이자나기 물질,일본의 불가사의들을 모아,日本中の不思議を集めて,Gathering the Mysterious from All Around Japan
Music,Neo-traditionalism of Japan,音楽部門,伊弉諾物質,음악부문,이자나기 물질,멋진 묘지에서 살아 봅시다,素敵な墓場で暮しましょ,Let's Live in a Lovely Cemetery
Music,Dr. Latency's Freak Report,音楽部門,燕石博物誌,음악부문,연석박물지,보잘것없는 두 사람의 박물지,他愛も無い二人の博物誌,The Childlike Duo's Naturalis Historia
Music,Dr. Latency's Freak Report,音楽部門,燕石博物誌,음악부문,연석박물지,얼어붙은 영원의 도시,凍り付いた永遠の都,The Frozen Eternal Capital
Music,Dr. Latency's Freak Report,音楽部門,燕石博物誌,음악부문,연석박물지,닥터 레이턴시의 잠 못 들게 하는 눈동자,Dr.レイテンシーの眠れなくなる瞳,Dr. Latency's Sleepless Eyes
Music,Dr. Latency's Freak Report,音楽部門,燕石博物誌,음악부문,연석박물지,9월의 펌프킨,九月のパンプキン,September Pumpkin
Music,Dr. Latency's Freak Report,音楽部門,燕石博物誌,음악부문,연석박물지,수유는 플랑크를 넘어서,須臾はプランクを超えて,An Instant that Exceeds Planck's Time
Music,Dr. Latency's Freak Report,音楽部門,燕石博物誌,음악부문,연석박물지,슈뢰딩거의 요괴고양이,シュレディンガーの化猫,Schrödinger's Bakeneko
Music,Dr. Latency's Freak Report,音楽部門,燕石博物誌,음악부문,연석박물지,공중에 가라앉은 휘침성,空中に沈む輝針城,The Shining Needle Castle Sinking in the Air
Music,Dr. Latency's Freak Report,音楽部門,燕石博物誌,음악부문,연석박물지,금기의 막벽,禁忌の膜壁,The Taboo Membrane Wall
Music,Dr. Latency's Freak Report,音楽部門,燕石博物誌,음악부문,연석박물지,고향별이 비치는 바다,故郷の星が映る海,The Sea that Reflects One's Home Planet
Music,Dr. Latency's Freak Report,音楽部門,燕石博物誌,음악부문,연석박물지,퓨어 퓨리스 ~ 마음이 있는 곳,ピュアヒューリーズ　～ 心の在処,Pure Furies ~ Whereabouts of the Heart
Music,Dr. Latency's Freak Report,音楽部門,燕石博物誌,음악부문,연석박물지,영원의 삼일천하,永遠の三日天下,Eternal Transient Reign
Music,"Dateless Bar ""Old Adam""",音楽部門,旧約酒場,음악부문,구약주점,바 올드 아담,バー・オールドアダム,"""Old Adam"" Bar"
Music,"Dateless Bar ""Old Adam""",音楽部門,旧約酒場,음악부문,구약주점,연석박물지가 가져온 어둠,燕石博物誌が連れてきた闇,The Darkness Brought In by Swallowstone Naturalis Historia
Music,"Dateless Bar ""Old Adam""",音楽部門,旧約酒場,음악부문,구약주점,리버스 이데올로기,リバースイデオロギー,Reverse Ideology
Music,"Dateless Bar ""Old Adam""",音楽部門,旧約酒場,음악부문,구약주점,아웃사이더 칵테일,アウトサイダーカクテル,Outsider Cocktail
Music,"Dateless Bar ""Old Adam""",音楽部門,旧約酒場,음악부문,구약주점,오오미와 신화전,大神神話伝,Omiwa Legend
Music,"Dateless Bar ""Old Adam""",音楽部門,旧約酒場,음악부문,구약주점,판데모닉 플래닛,パンデモニックプラネット,Pandemonic Planet
Music,"Dateless Bar ""Old Adam""",音楽部門,旧約酒場,음악부문,구약주점,구세계의 모험주점,旧世界の冒険酒場,Adventurer's Tavern of the Old World
Music,"Dateless Bar ""Old Adam""",音楽部門,旧約酒場,음악부문,구약주점,마계 지방도시 에소테리아,魔界地方都市エソテリア,Rural Makai City Esoteria
Music,"Dateless Bar ""Old Adam""",音楽部門,旧約酒場,음악부문,구약주점,망실의 이모션,亡失のエモーション,The Lost Emotion
Music,"Dateless Bar ""Old Adam""",音楽部門,旧約酒場,음악부문,구약주점,숙취의 동상이몽,二日酔いの同床異夢,Hangover of Bedfellows Dreaming Differently
Music,Rainbow-Colored Septentrion,音楽部門,虹色のセプテントリオン,음악부문,무지갯빛 셉텐트리온,"나나츠이시의 늑대, 구름을 잡으러 달리다",七ツ石の狼、雲を取りに駆ける,The Wolves of Nanatsuishi Dash to Seize the Clouds
Music,Rainbow-Colored Septentrion,音楽部門,虹色のセプテントリオン,음악부문,무지갯빛 셉텐트리온,환상의 화이트 트래블러,幻想のホワイトトラベラー,Illusionary White Traveler
Music,Rainbow-Colored Septentrion,音楽部門,虹色のセプテントリオン,음악부문,무지갯빛 셉텐트리온,그 활기찬 시장은 지금 어디에 ~ Immemorial Marketeers,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,Where Is That Bustling Marketplace Now ~ Immemorial Marketeers
Music,Taboo Japan Disentanglement,音楽部門,七夕坂夢幻能,음악부문,타나바타자카 무겐노,타나바타자카에 아침이 온다,七夕坂に朝が来る,Dawn Breaks on Tanabatazaka
Music,Taboo Japan Disentanglement,音楽部門,七夕坂夢幻能,음악부문,타나바타자카 무겐노,부등식의 팅커벨,不等式のティンカーベル,Tinkerbell of Inequality
Music,Taboo Japan Disentanglement,音楽部門,七夕坂夢幻能,음악부문,타나바타자카 무겐노,"금단의 문 너머는, 이승인가 저승인가",禁断の扉の向こうは、この世かあの世か,"Does the Forbidden Door Lead to This World, or the World Beyond?"
Music,Taboo Japan Disentanglement,音楽部門,七夕坂夢幻能,음악부문,타나바타자카 무겐노,스모킹 드래곤,スモーキングドラゴン,Smoking Dragon
Music,Taboo Japan Disentanglement,音楽部門,七夕坂夢幻能,음악부문,타나바타자카 무겐노,무겐노 ~ Taboo Marionette,夢幻能　〜 Taboo Marionette,Mugen Noh ~ Taboo Marionette
Music,Taboo Japan Disentanglement,音楽部門,七夕坂夢幻能,음악부문,타나바타자카 무겐노,크레이지 백댄서즈,クレイジーバックダンサーズ,Crazy Backup Dancers
Music,Taboo Japan Disentanglement,音楽部門,七夕坂夢幻能,음악부문,타나바타자카 무겐노,요리마시는 꿈과 현실 사이에 ~ Necro-Fantasia,憑坐は夢と現の間に　〜 Necro-Fantasia,Yorimashi Between Dreams and Reality ~ Necro-Fantasia
Music,Taboo Japan Disentanglement,音楽部門,七夕坂夢幻能,음악부문,타나바타자카 무겐노,혼자서의 히타치 행로,ひとりぼっちの常陸行路,The Lonely Road of Hitachi
