id,game_id,title_ko,title_jp,title_en,type,series,track_number
alcostg_01,alcostg,step u/b (lazy style),step u/b (lazy style),step u/b (lazy style),other_game_track,Other,01
alcostg_02,alcostg,step u/b,step u/b,step u/b,other_game_track,Other,02
alcostg_03,alcostg,Festiv-al-coholically,Festiv-al-coholically,Festiv-al-coholically,other_game_track,Other,03
alcostg_04,alcostg,Valse Alcoholique,Valse Alcoholique,Valse Alcoholique,other_game_track,Other,04
alcostg_05,alcostg,chase the Twilight,chase the Twilight,chase the Twilight,other_game_track,Other,05
alcostg_06,alcostg,주정뱅이의 레무리아,呑んべぇのレムリア,A Drunkard's Lemuria,other_game_track,Other,06
alcostg_07,alcostg,완전 괜찮아!! 아무리 마셔도 아침이 와요!!,絶対大丈夫だよ！！いくら飲んでも朝が来るよ！！。,"It's definitely okay!! No matter how much you drink, tomorrow will come!!.",other_game_track,Other,07
mcd_01_01,mcd_01,봉래전설,蓬莱伝説,Legend of Hourai,music_cd_track,ZUN Collection,01
mcd_01_02,mcd_01,이색연화접 ~ Red and White,二色蓮花蝶 ～ Red And White,Dichromatic Lotus Butterfly ~ Red and White,music_cd_track,ZUN Collection,02
mcd_01_03,mcd_01,앵화지연총 ~ Japanese Flower,桜花之恋塚 ～ Japanese Flower,Lovely Mound of Cherry Blossoms ~ Japanese Flower,music_cd_track,ZUN Collection,03
mcd_01_04,mcd_01,메이지 17년의 상하이 앨리스,明治十七年の上海アリス,Shanghai Alice of Meiji 17,music_cd_track,ZUN Collection,04
mcd_01_05,mcd_01,동방괴기담,東方怪奇談,Eastern Tale of Fancy,music_cd_track,ZUN Collection,05
mcd_01_06,mcd_01,에니그마틱 돌,エニグマティクドール,Enigmatic Doll,music_cd_track,ZUN Collection,06
mcd_01_07,mcd_01,서커스 레버리,サーカスレヴァリエ,Circus Reverie,music_cd_track,ZUN Collection,07
mcd_01_08,mcd_01,인형의 숲,人形の森,Forest of Dolls,music_cd_track,ZUN Collection,08
mcd_01_09,mcd_01,Witch of Love Potion,Witch of Love Potion,Witch of Love Potion,music_cd_track,ZUN Collection,09
mcd_01_10,mcd_01,리인카네이션,リーインカーネイション,Reincarnation,music_cd_track,ZUN Collection,10
mcd_01_11,mcd_01,U.N.오웬은 그녀인가?,U.N.オーエンは彼女なのか？,U.N. Owen was Her?,music_cd_track,ZUN Collection,11
mcd_01_12,mcd_01,영원의 무녀,永遠の巫女,Eternal Shrine Maiden,music_cd_track,ZUN Collection,12
mcd_01_13,mcd_01,하늘을 나는 무녀의 이상한 매일,空飛ぶ巫女の不思議な毎日,The Curious Everyday Life of the Flying Shrine Maiden,music_cd_track,ZUN Collection,13
mcd_02_01,mcd_02,밤의 덴데라노를 가다,夜のデンデラ野を逝く,Passing On through the Dendera Fields in the Night,music_cd_track,ZUN Collection,01
mcd_02_02,mcd_02,소녀비봉클럽,少女秘封倶楽部,Girls' Secret Sealing Club,music_cd_track,ZUN Collection,02
mcd_02_03,mcd_02,동방요요몽 ~ Ancient Temple,東方妖々夢　～ Ancient Temple,Eastern Ghostly Dream ~ Ancient Temple,music_cd_track,ZUN Collection,03
mcd_02_04,mcd_02,오래된 명계사,古の冥界寺,Ancient Temple of the Netherworld,music_cd_track,ZUN Collection,04
mcd_02_05,mcd_02,환시의 밤 ~ Ghostly Eyes,幻視の夜　～ Ghostly Eyes,Illusionary Night ~ Ghostly Eyes,music_cd_track,ZUN Collection,05
mcd_02_06,mcd_02,마술사 메리,魔術師メリー,Merry the Magician,music_cd_track,ZUN Collection,06
mcd_02_07,mcd_02,"달의 요조, 요괴고양이의 환상",月の妖鳥、化猫の幻,"Uncanny Bird of the Moon, Illusion of the Bakeneko",music_cd_track,ZUN Collection,07
mcd_02_08,mcd_02,과거의 꽃 ~ Fairy of Flower,過去の花 ～ Fairy of Flower,Flower of Past Days ~ Fairy of Flower,music_cd_track,ZUN Collection,08
mcd_02_09,mcd_02,마법소녀 십자군,魔法少女十字軍,Magical Girl's Crusade,music_cd_track,ZUN Collection,09
mcd_02_10,mcd_02,소녀환장 ~ Necro-Fantasy,少女幻葬　～ Necro-Fantasy,A Maiden's Illusionary Funeral ~ Necro-Fantasy,music_cd_track,ZUN Collection,10
mcd_02_11,mcd_02,환상의 영원제,幻想の永遠祭,Eternal Festival of Illusions,music_cd_track,ZUN Collection,11
mcd_03_01,mcd_03,동제 ~ Innocent Treasures,童祭　～ Innocent Treasures,Kid's Festival ~ Innocent Treasures,music_cd_track,ZUN Collection,01
mcd_03_02,mcd_03,화서의 꿈,華胥の夢,Dream of Huaxu,music_cd_track,ZUN Collection,02
mcd_03_03,mcd_03,상해홍차관 ~ Chinese Tea,上海紅茶館　～ Chinese Tea,Shanghai Scarlet Teahouse ~ Chinese Tea,music_cd_track,ZUN Collection,03
mcd_03_04,mcd_03,보이지 1969,ヴォヤージュ1969,Voyage 1969,music_cd_track,ZUN Collection,04
mcd_03_05,mcd_03,과학 세기의 소년소녀,科学世紀の少年少女,Boys and Girls of the Age of Science,music_cd_track,ZUN Collection,05
mcd_03_06,mcd_03,영야의 대가 ~ Imperishable Night,永夜の報い　～ Imperishable Night,Retribution for the Eternal Night ~ Imperishable Night,music_cd_track,ZUN Collection,06
mcd_03_07,mcd_03,밤이 내려온다 ~ Evening Star,夜が降りてくる ～ Evening Star,Night Falls ~ Evening Star,music_cd_track,ZUN Collection,07
mcd_03_08,mcd_03,인형재판 ~ 사람의 형상을 가지고 노는 소녀,人形裁判　～ 人の形弄びし少女,Doll Judgment ~ The Girl Who Played with People's Shapes,music_cd_track,ZUN Collection,08
mcd_03_09,mcd_03,꿈과 현실의 경계,夢と現の境界,Border Between Dreams and Reality,music_cd_track,ZUN Collection,09
mcd_03_10,mcd_03,환상기계 ~ Phantom Factory,幻想機械　～ Phantom Factory,Fantasy Machine ~ Phantom Factory,music_cd_track,ZUN Collection,10
mcd_03_11,mcd_03,유현의 단풍나무 ~ Eternal Dream,幽玄の槭樹　～ Eternal Dream,Mystical Maple ~ Eternal Dream,music_cd_track,ZUN Collection,11
mcd_04_01,mcd_04,히로시게 36호 ~ Neo Super-Express,ヒロシゲ36号 ～ Neo Super-Express,Hiroshige No.36 ~ Neo Super-Express,music_cd_track,ZUN Collection,01
mcd_04_02,mcd_04,53분간의 푸른 바다,53ミニッツの青い海,Blue Sea of 53 Minutes,music_cd_track,ZUN Collection,02
mcd_04_03,mcd_04,죽취비상 ~ Lunatic Princess,竹取飛翔　～ Lunatic Princess,Flight of the Bamboo Cutter ~ Lunatic Princess,music_cd_track,ZUN Collection,03
mcd_04_04,mcd_04,피안귀항 ~ Riverside View,彼岸帰航　～ Riverside View,Higan Retour ~ Riverside View,music_cd_track,ZUN Collection,04
mcd_04_05,mcd_04,아오키가하라의 전설,青木ヶ原の伝説,Legend of Aokigahara,music_cd_track,ZUN Collection,05
mcd_04_06,mcd_04,우사님의 새하얀 깃발,お宇佐さまの素い幡,White Flag of Usa Shrine,music_cd_track,ZUN Collection,06
mcd_04_07,mcd_04,"달까지 닿아라, 불사의 연기",月まで届け、不死の煙,"Reach for the Moon, Immortal Smoke",music_cd_track,ZUN Collection,07
mcd_04_08,mcd_04,레트로스펙티브 쿄토,レトロスペクティブ京都,Retrospective Kyoto,music_cd_track,ZUN Collection,08
mcd_04_09,mcd_04,락드 걸 ~ 소녀밀실,ラクトガール　～ 少女密室,Locked Girl ~ The Girl's Sealed Room,music_cd_track,ZUN Collection,09
mcd_04_10,mcd_04,천년환상향 ~ History of the Moon,千年幻想郷　～ History of the Moon,Gensokyo Millennium ~ History of the Moon,music_cd_track,ZUN Collection,10
mcd_04_11,mcd_04,가장 맑은 하늘과 바다,最も澄みわたる空と海,The Purest Sky and Sea,music_cd_track,ZUN Collection,11
mcd_05_01,mcd_05,월면투어에 어서오세요,月面ツアーへようこそ,Welcome to the Moon Tour,music_cd_track,ZUN Collection,01
mcd_05_02,mcd_05,천공의 그리니치,天空のグリニッジ,Greenwich in the Sky,music_cd_track,ZUN Collection,02
mcd_05_03,mcd_05,동쪽 나라의 잠들지 않는 밤,東の国の眠らない夜,Sleepless Night of the Eastern Country,music_cd_track,ZUN Collection,03
mcd_05_04,mcd_05,휠체어의 미래우주,車椅子の未来宇宙,The Wheelchair's Future of the Universe,music_cd_track,ZUN Collection,04
mcd_05_05,mcd_05,Demystify Feast,Demystify Feast,Demystify Feast,music_cd_track,ZUN Collection,05
mcd_05_06,mcd_05,위성 카페테라스,衛星カフェテラス,Satellite Café Terrace,music_cd_track,ZUN Collection,06
mcd_05_07,mcd_05,G Free,G Free,G Free,music_cd_track,ZUN Collection,07
mcd_05_08,mcd_05,대공마술 ~ Magical Astronomy,大空魔術 ～ Magical Astronomy,Celestial Wizardry ~ Magical Astronomy,music_cd_track,ZUN Collection,08
mcd_05_09,mcd_05,네크로 판타지아,ネクロファンタジア,Necrofantasia,music_cd_track,ZUN Collection,09
mcd_05_10,mcd_05,저편의 달,向こう側の月,The Moon of the Other Side,music_cd_track,ZUN Collection,10
mcd_055_01,mcd_055,미지의 꽃 매지의 여행,未知の花　魅知の旅,"Unknown Flower, Mesmerizing Journey",music_cd_track,ZUN Collection,01
mcd_055_02,mcd_055,무간의 종 ~ Infinite Nightmare,無間の鐘　～ Infinite Nightmare,Bell of Avīci ~ Infinite Nightmare,music_cd_track,ZUN Collection,02
mcd_055_03,mcd_055,"내일은 휴일, 어제는 평일",明日ハレの日、ケの昨日,"Tomorrow Will Be Special, Yesterday Was Not",music_cd_track,ZUN Collection,03
mcd_06_01,mcd_06,위성 토리후네,衛星トリフネ,Satellite TORIFUNE,music_cd_track,ZUN Collection,01
mcd_06_02,mcd_06,트로이군의 밀림,トロヤ群の密林,Trojan Asteroid Jungle,music_cd_track,ZUN Collection,02
mcd_06_03,mcd_06,디자이어 드라이브,デザイアドライブ,Desire Drive,music_cd_track,ZUN Collection,03
mcd_06_04,mcd_06,페어리 모험담,フェアリー冒険譚,The Fairy's Adventurous Tale,music_cd_track,ZUN Collection,04
mcd_06_05,mcd_06,아메노���리후네 신사,天鳥船神社,Ame-no-torifune Shrine,music_cd_track,ZUN Collection,05
mcd_06_06,mcd_06,밤하늘의 UFO 로망스,夜空のユーフォーロマンス,UFO Romance in the Night Sky,music_cd_track,ZUN Collection,06
mcd_06_07,mcd_06,하르트만의 요괴소녀,ハルトマンの妖怪少女,Hartmann's Youkai Girl,music_cd_track,ZUN Collection,07
mcd_06_08,mcd_06,아메노토리후네 신사의 결계,天鳥船神社の結界,The Barrier of Ame-no-torifune Shrine,music_cd_track,ZUN Collection,08
mcd_06_09,mcd_06,감정의 마천루 ~ Cosmic Mind,感情の摩天楼　～ Cosmic Mind,Emotional Skyscraper ~ Cosmic Mind,music_cd_track,ZUN Collection,09
mcd_06_10,mcd_06,우주에 떠오른 환상향,宇宙に浮かぶ幻想郷,The Gensokyo That Floats in Outer Space,music_cd_track,ZUN Collection,10
mcd_07_01,mcd_07,녹색의 새너토리엄,緑のサナトリウム,Green Sanatorium,music_cd_track,ZUN Collection,01
mcd_07_02,mcd_07,소에게 이끌려 젠코지 참배,牛に引かれて善光寺参り,Led On by a Cow to Visit Zenkou Temple,music_cd_track,ZUN Collection,02
mcd_07_03,mcd_07,하트펠트 팬시,ハートフェルトファンシー,Heartfelt Fancy,music_cd_track,ZUN Collection,03
mcd_07_04,mcd_07,60년만의 동방재판 ~ Fate of Sixty Years,六十年目の東方裁判　～ Fate of Sixty Years,Eastern Judgement in the Sixtieth Year ~ Fate of Sixty Years,music_cd_track,ZUN Collection,04
mcd_07_05,mcd_07,아갈타의 바람,アガルタの風,Wind of Agartha,music_cd_track,ZUN Collection,05
mcd_07_06,mcd_07,이자나기 오브젝트,イザナギオブジェクト,Izanagi Object,music_cd_track,ZUN Collection,06
mcd_07_07,mcd_07,요괴 뒤쪽 참배길,妖怪裏参道,Youkai Shrine's Back Road,music_cd_track,ZUN Collection,07
mcd_07_08,mcd_07,언노운X ~ Unfound Adventure,アンノウンＸ　～ Unfound Adventure,Unknown X ~ Unfound Adventure,music_cd_track,ZUN Collection,08
mcd_07_09,mcd_07,일본의 불가사의들을 모아,日本中の不思議を集めて,Gathering the Mysterious from All Around Japan,music_cd_track,ZUN Collection,09
mcd_07_10,mcd_07,멋진 묘지에서 살아 봅시다,素敵な墓場で暮しましょ,Let's Live in a Lovely Cemetery,music_cd_track,ZUN Collection,10
mcd_08_01,mcd_08,보잘것 없는 두 사람의 박물지,他愛も無い二人の博物誌,The Childlike Duo's Naturalis Historia,music_cd_track,ZUN Collection,01
mcd_08_02,mcd_08,얼어붙은 영원의 도시,凍り付いた永遠の都,The Frozen Eternal Capital,music_cd_track,ZUN Collection,02
mcd_08_03,mcd_08,레이턴시 박사의 잠 못 들게 하는 눈동자,Dr.レイテンシーの眠れなくなる瞳,Dr. Latency's Sleepless Eyes,music_cd_track,ZUN Collection,03
mcd_08_04,mcd_08,9월의 펌킨,九月のパンプキン,September Pumpkin,music_cd_track,ZUN Collection,04
mcd_08_05,mcd_08,수유는 플랑크를 넘어서,須臾はプランクを超えて,An Instant that Exceeds Planck's Time,music_cd_track,ZUN Collection,05
mcd_08_06,mcd_08,슈뢰딩거의 요괴고양이,シュレディンガーの化猫,Schrödinger's Bakeneko,music_cd_track,ZUN Collection,06
mcd_08_07,mcd_08,공중에 가라앉은 휘침성,空中に沈む輝針城,The Shining Needle Castle Sinking in the Air,music_cd_track,ZUN Collection,07
mcd_08_08,mcd_08,금기의 막벽,禁忌の膜壁,The Taboo Membrane Wall,music_cd_track,ZUN Collection,08
mcd_08_09,mcd_08,고향별이 비치는 바다,故郷の星が映る海,The Sea that Reflects One's Home Planet,music_cd_track,ZUN Collection,09
mcd_08_10,mcd_08,퓨어 퓨리스 ~ 마음이 있는 곳,ピュアヒューリーズ　～ 心の在処,Pure Furies ~ Whereabouts of the Heart,music_cd_track,ZUN Collection,10
mcd_08_11,mcd_08,영원한 삼일천하,永遠の三日天下,Eternal Transient Reign,music_cd_track,ZUN Collection,11
mcd_09_01,mcd_09,바 올드 아담,バー・オールドアダム,"""Old Adam"" Bar",music_cd_track,ZUN Collection,01
mcd_09_02,mcd_09,연석박물지가 가져온 어둠,燕石博物誌が連れてきた闇,The Darkness Brought in by Swallowstone Naturalis Historia,music_cd_track,ZUN Collection,02
mcd_09_03,mcd_09,리버스 이데올로기,リバースイデオロギー,Reverse Ideology,music_cd_track,ZUN Collection,03
mcd_09_04,mcd_09,아웃사이더 칵테일,アウトサイダーカクテル,Outsider Cocktail,music_cd_track,ZUN Collection,04
mcd_09_05,mcd_09,오오미와 신화전,大神神話伝,Omiwa Legend,music_cd_track,ZUN Collection,05
mcd_09_06,mcd_09,판데모닉 플래닛,パンデモニックプラネット,Pandemonic Planet,music_cd_track,ZUN Collection,06
mcd_09_07,mcd_09,구세계의 모험주점,旧世界の冒険酒場,Adventurer's Tavern of the Old World,music_cd_track,ZUN Collection,07
mcd_09_08,mcd_09,마계 지방도시 에소테리아,魔界地方都市エソテリア,Rural Makai City Esoteria,music_cd_track,ZUN Collection,08
mcd_09_09,mcd_09,인기폭발 / 쿠모이 이치린 & 운잔,人気爆発／雲居一輪＆雲山,Popularity Boom / Ichirin Kumoi & Unzan,music_cd_track,ZUN Collection,09
mcd_09_10,mcd_09,숙취의 동상이몽,二日酔いの同床異夢,Hangover of Bedfellows Dreaming Differently,music_cd_track,ZUN Collection,10
mcd_095_01,mcd_095,"나나츠이시의 늑대, 구름을 잡으러 달리다",七ツ石の狼、雲を取りに駆ける,The Wolves of Nanatsuishi Dash to Seize the Clouds,music_cd_track,ZUN Collection,01
mcd_095_02,mcd_095,환상의 화이트 트래블러,幻想のホワイトトラベラー,Illusionary White Traveler,music_cd_track,ZUN Collection,02
mcd_095_03,mcd_095,그 활기찬 시장은 지금 어디에 ~ Immemorial Marketeers,あの賑やかな市場は今どこに　～ Immemorial Marketeers,Where Is That Bustling Marketplace Now ~ Immemorial Marketeers,music_cd_track,ZUN Collection,03
mcd_10_01,mcd_10,타나바타자카에 아침이 온다,七夕坂に朝が来る,Dawn Breaks on Tanabatazaka,music_cd_track,ZUN Collection,01
mcd_10_02,mcd_10,부등식의 팅커벨,不等式のティンカーベル,Tinkerbell of Inequality,music_cd_track,ZUN Collection,02
mcd_10_03,mcd_10,"금단의 문 너머는, 이승인가 저승인가",禁断の扉の向こうは、この世かあの世か,"Does the Forbidden Door Lead to This World, or the World Beyond?",music_cd_track,ZUN Collection,03
mcd_10_04,mcd_10,스모킹 드래곤,スモーキングドラゴン,Smoking Dragon,music_cd_track,ZUN Collection,04
mcd_10_05,mcd_10,무겐노 ~ Taboo Marionette,夢幻能　～ Taboo Marionette,Mugen Noh ~ Taboo Marionette,music_cd_track,ZUN Collection,05
mcd_10_06,mcd_10,크레이지 백댄서즈,クレイジーバックダンサーズ,Crazy Backdancers,music_cd_track,ZUN Collection,06
mcd_10_07,mcd_10,요리마시는 꿈과 현실 사이에 ~ Necro-Fantasia,憑坐は夢と現の間に ～ Necro-Fantasia,Yorimashi Between Dreams and Reality ~ Necro-Fantasia,music_cd_track,ZUN Collection,07
mcd_10_08,mcd_10,혼자서의 히타치 행로,ひとりぼっちの常陸行路,The Lonely Road of Hitachi,music_cd_track,ZUN Collection,08
mcd_10_09,mcd_10,지장만이 아는 애탄,地蔵だけが知る哀嘆,The Lamentations Known Only to Jizo,music_cd_track,ZUN Collection,09
mcd_10_10,mcd_10,비닉된 포 시즌스,秘匿されたフォーシーズンズ,The Concealed Four Seasons,music_cd_track,ZUN Collection,10
mcd_10_11,mcd_10,밤이 아니라도 요괴는 있으니까,夜じゃなくてもお化けはいるから,Ghosts Exist Even When It's Not Night,music_cd_track,ZUN Collection,11
mcd_baijr_01,mcd_baijr,풍신소녀,風神少女,Wind God Girl,music_cd_track,ZUN Collection,01
mcd_baijr_02,mcd_baijr,말괄량이 연랑의 모험,おてんば恋娘の冒険,Adventure of the Lovestruck Tomboy,music_cd_track,ZUN Collection,02
mcd_baijr_03,mcd_baijr,화영총 ~ after Higan Retour,花映塚　～ after Higan Retour,Flower Reflecting Mound ~ after Higan Retour,music_cd_track,ZUN Collection,03
mcd_fairy01_01,mcd_fairy01,서니 루틸 프랙션,サニールチルフレクション,Sunny Rutile Flection,music_cd_track,Fairy,01
mcd_fairy01_02,mcd_fairy01,밤이니까 잠들지 않아,夜だから眠れない,Can't Sleep Because It's Nighttime,music_cd_track,Fairy,02
mcd_fairy01_03,mcd_fairy01,요정 산뜻하게,妖精燦々として,Like the Brilliance of Fairies,music_cd_track,Fairy,03
mcd_fairy02_01,mcd_fairy02,서니 밀크의 홍무이변,サニーミルクの紅霧異変,Sunny Milk's Scarlet Mist Incident,music_cd_track,Fairy,01
mcd_fairy02_02,mcd_fairy02,눈과 달과 벚꽃의 나라,雪月桜花の国,A Land Resplendent With Nature's Beauty,music_cd_track,Fairy,02
mcd_fairy02_03,mcd_fairy02,스타 보야주 2008,スターヴォヤージュ2008,Star Voyage 2008,music_cd_track,Fairy,03
mcd_fairy03_01,mcd_fairy03,귀여운 대전쟁의 리프레인,可愛い大戦争のリフレーン,The Refrain of the Lovely Great War,music_cd_track,Fairy,01
mcd_fairy03_02,mcd_fairy03,서니 루틸 프랙션,サニールチルフレクション,Sunny Rutile Flection,music_cd_track,Fairy,02
mcd_fairy03_03,mcd_fairy03,밤이니까 잠들지 않아,夜だから眠れない,Can't Sleep Because It's Nighttime,music_cd_track,Fairy,03
mcd_fairy03_04,mcd_fairy03,요정 산뜻하게,妖精燦々として,Like the Brilliance of Fairies,music_cd_track,Fairy,04
mcd_fairy04_01,mcd_fairy04,페어리 모험담,フェアリー冒険譚,The Fairy's Adventurous Tale,music_cd_track,Fairy,01
mcd_fairy04_02,mcd_fairy04,두 개의 세계,二つの世界,Two Worlds,music_cd_track,Fairy,02
mcd_fairy05_01,mcd_fairy05,신사 경내에서의 숨바꼭질 생활,神域のかくれんぼ暮らし,The Hide-and-Seek Lifestyle at the Shrine,music_cd_track,Fairy,01
mcd_fairy05_02,mcd_fairy05,요괴 모던 콜로니,妖怪モダンコロニー,Youkai Modern Colony,music_cd_track,Fairy,02
mcd_fairy06_01,mcd_fairy06,온종일 정신없는 호기심,年中夢中の好奇心,Year-Round Absorbed Curiosity,music_cd_track,Fairy,01
mcd_fairy06_02,mcd_fairy06,한밤중의 페어리 댄스,真夜中のフェアリーダンス,A Midnight Fairy Dance,music_cd_track,Fairy,02
mcd_fairy06_03,mcd_fairy06,요정대전쟁 ~ Fairy Wars,妖精大戦争　～ Fairy Wars,Great Fairy Wars ~ Fairy Wars,music_cd_track,Fairy,03
mcd_fairy07_01,mcd_fairy07,메이거스 나이트,メイガスナイト,Magus Night,music_cd_track,Fairy,01
mcd_fairy07_02,mcd_fairy07,장난에 목숨을 걸고,いたずらに命をかけて,Staking Your Life on a Prank,music_cd_track,Fairy,02
mcd_fairy07_03,mcd_fairy07,오랜 위안셴,古きユアンシェン,Old Yuanxian,music_cd_track,Fairy,03
mcd_fs_01,mcd_fs,판독안의 비블리오필리아,判読眼のビブロフィリア,Bibliophile with a Deciphering Eye,music_cd_track,ZUN Collection,01
mcd_fs_02,mcd_fs,운하를 다니는 인요,運河を行き交う人妖,Humans and Youkai Traversing the Canal,music_cd_track,ZUN Collection,02
mcd_fs_03,mcd_fs,토끼는 내려앉았다,兎は舞い降りた,The Rabbit Has Landed,music_cd_track,ZUN Collection,03
mcd_gom_01,mcd_gom,마법사의 우울,魔法使いの憂鬱,Magician's Melancholy,music_cd_track,ZUN Collection,01
mcd_gom_02,mcd_gom,스푸트니크 환야,スプートニク幻夜,Illusionary Sputnik Night,music_cd_track,ZUN Collection,02
mcd_pmiss_01,mcd_pmiss,재패니즈 사가,ジャパニーズサーガ,Japanese Saga,music_cd_track,Perfect Memento,01
mcd_pmiss_02,mcd_pmiss,아레의 자손,阿礼の子供,Child of Are,music_cd_track,Perfect Memento,02
mcd_pmiss_03,mcd_pmiss,밤의 하토야마를 날다 - Power MIX,夜の鳩山を飛ぶ - Power MIX,Fly above Hatoyama at night - Power MIX,music_cd_track,Perfect Memento,03
mcd_scoow01_01,mcd_scoow01,흐드러지게 핀 죄의 벚꽃,繚乱ノ罪桜,New Year's Cherry Blossoms,music_cd_track,Strange Creators,01
mcd_scoow01_02,mcd_scoow01,절연체,絶縁体,Insulator,music_cd_track,Strange Creators,02
mcd_scoow01_03,mcd_scoow01,PLAIN ASIA (2015 ALR REWIND REMIX),PLAIN ASIA (2015 ALR REWIND REMIX),PLAIN ASIA (2015 ALR REWIND REMIX),music_cd_track,Strange Creators,03
mcd_scoow02_01,mcd_scoow02,오컬트 어트랙트,オカルトアトラクト,Occult Attract,music_cd_track,Strange Creators,01
mcd_scoow02_02,mcd_scoow02,영야의 대가 ~ Pipes and Fiddle.,永夜の報い　〜 Pipes and Fiddle.,Retribution for the Eternal Night ~ Pipes and Fiddle.,music_cd_track,Strange Creators,02
mcd_scoow02_03,mcd_scoow02,라스트 오컬티즘 ~ 현세의 비술사,ラストオカルティズム　～　現し世の秘術師,Last Occultism ~ Esotericist of the Present World,music_cd_track,Strange Creators,03
mcd_scoow03_01,mcd_scoow03,동제 ~ Innocent Treasures,童祭　～ Innocent Treasures,Kid's Festival ~ Innocent Treasures,music_cd_track,Strange Creators,01
mcd_scoow03_02,mcd_scoow03,미스트 레이크,ミストレイク,Mist Lake,music_cd_track,Strange Creators,02
mcd_scoow03_03,mcd_scoow03,주정뱅이의 레무리아,呑んべぇのレムリア,A Drunkard's Lemuria,music_cd_track,Strange Creators,03
mcd_scoow04_01,mcd_scoow04,돌아가는 Harvest,巡るHarvest,The Harvest That Goes Around,music_cd_track,Strange Creators,01
mcd_scoow04_02,mcd_scoow04,무생명 서피스,無生命サーフェス,Lifeless Surface,music_cd_track,Strange Creators,02
mcd_scoow04_03,mcd_scoow04,끝나버린 현실과 머나먼 뒤쪽에,終わる現実と、遥か後方の,The Reality of The End and The Past,music_cd_track,Strange Creators,03
mcd_scoow05_01,mcd_scoow05,건반선풍소녀,鍵盤旋風少女,Whirlwind Keyboard Girl,music_cd_track,Strange Creators,01
mcd_scoow05_02,mcd_scoow05,하르트만의 수면소녀,ハルトマンの睡眠少女,Hartmann's Sleeping Girl,music_cd_track,Strange Creators,02
mcd_scoow05_03,mcd_scoow05,네크로 판타지아,ネクロファンタジア,Necrofantasia,music_cd_track,Strange Creators,03
mcd_scoow06_01,mcd_scoow06,아케보시 로켓,明星ロケット,Morning Star Rocket,music_cd_track,Strange Creators,01
mcd_scoow06_02,mcd_scoow06,디자이어 드라이브,DesireDrive,DesireDrive,music_cd_track,Strange Creators,02
mcd_scoow06_03,mcd_scoow06,네크로 판타지아,ネクロファンタジア,Necrofantasia,music_cd_track,Strange Creators,03
mcd_ssib_01,mcd_ssib,요괴우주여행,妖怪宇宙旅行,Youkai Space Travel,music_cd_track,ZUN Collection,01
mcd_ssib_02,mcd_ssib,와타츠키의 스펠카드 ~ Lunatic Blue,綿月のスペルカード ～ Lunatic Blue,Watatsuki's Spell Card ~ Lunatic Blue,music_cd_track,ZUN Collection,02
mcd_ssib_03,mcd_ssib,주정뱅이 레무리아 (Retro Ver),呑んべぇのレムリア (Retro Ver),A Drunkard's Lemuria (Retro Ver),music_cd_track,ZUN Collection,03
sh01_01,sh01,추상옥 ~ Clockworks,秋霜玉　～ Clockworks,Autumn Frost Orb ~ Clockworks,seihou_track,Seihou,01
sh01_02,sh01,거짓 딸기,フォルスストロベリー,False Strawberry,seihou_track,Seihou,02
sh01_03,sh01,프림로즈 쉬버,プリムローズシヴァ,Primrose Shiver,seihou_track,Seihou,03
sh01_04,sh01,환상제도,幻想帝都,Fantastic Imperial Capital,seihou_track,Seihou,04
sh01_05,sh01,비참한 제미니,ディザストラスジェミニ,Disastrous Gemini,seihou_track,Seihou,05
sh01_06,sh01,꽃의 환상 붉은 꿈의 하늘,華の幻想　紅夢の宙,"Illusion of Flowers, Sky of Scarlet Dreams",seihou_track,Seihou,06
sh01_07,sh01,하늘의 군대,天空アーミー,Firmament Army,seihou_track,Seihou,07
sh01_08,sh01,스푸트니크 환야,スプートニク幻夜,Illusionary Sputnik Night,seihou_track,Seihou,08
sh01_09,sh01,기계서커스 ~ Reverie,機械サーカス　～ Reverie,Mechanical Circus ~ Reverie,seihou_track,Seihou,09
sh01_10,sh01,카나베랄의 몽환소녀,カナベラルの夢幻少女,Illusionary Girl from Canaveral,seihou_track,Seihou,10
sh01_11,sh01,마법소녀 십자군,魔法少女十字軍,Magical Girl's Crusade,seihou_track,Seihou,11
sh01_12,sh01,앤티크 테러,アンティークテラー,Antique Terror,seihou_track,Seihou,12
sh01_13,sh01,꿈의 기계 ~ Innocent Power,夢機械　～ Innocent Power,Dream Machine ~ Innocent Power,seihou_track,Seihou,13
sh01_14,sh01,환상과학 ~ Doll's Phantom,幻想科学　～ Doll's Phantom,Fantasy Science ~ Doll's Phantom,seihou_track,Seihou,14
sh01_15,sh01,소녀신성 ~ Pandora's Box,少女神性　～ Pandora's Box,Girl's Divinity ~ Pandora's Box,seihou_track,Seihou,15
sh01_16,sh01,실크 로드 앨리스,シルクロードアリス,Silk Road Alice,seihou_track,Seihou,16
sh01_17,sh01,마녀들의 무도회 ~ Magus,魔女達の舞踏会　～ Magus,The Witches' Ball ~ Magus,seihou_track,Seihou,17
sh01_18,sh01,이색연화접 ~ Ancients,二色蓮花蝶　～ Ancients,Dichromatic Lotus Butterfly ~ Ancients,seihou_track,Seihou,18
sh01_19,sh01,하세루부스,ハーセルヴス,Herselves,seihou_track,Seihou,19
sh01_20,sh01,제목 드 메이드,タイトルドメイド,Titled Maid,seihou_track,Seihou,20
