Major_Category_ko,Sub_Category_ko,Korean,Major_Category_ja,Sub_Category_ja,Japanese,Major_Category_en,Sub_Category_en,English
음악부문,동방감주전,퓨어 퓨리스 ~ 마음이 있는 곳,音楽部門,東方紺珠伝,ピュアヒューリーズ　～ 心の在処,Music,Legacy of Lunatic Kingdom,Pure Furies ~ Whereabouts of the Heart
음악부문,동방감주전,본 적 없는 악몽의 세계,音楽部門,東方紺珠伝,見た事も無い悪夢の世界,Music,Legacy of Lunatic Kingdom,A World of Nightmares Never Seen Before
음악부문,동방감주전,판데모닉 플래닛,音楽部門,東方紺珠伝,パンデモニックプラネット,Music,Legacy of Lunatic Kingdom,Pandemonic Planet
음악부문,동방감주전,신사에서 보이는 달,音楽部門,東方紺珠伝,神社から見える月,Music,Legacy of Lunatic Kingdom,The Moon as Seen from the Shrine
음악부문,동방감주전,우주 무녀 귀환하다,音楽部門,東方紺珠伝,宇宙巫女帰還する,Music,Legacy of Lunatic Kingdom,The Space Shrine Maiden Returns Home
음악부문,동방감주전,플레이어즈 스코어,音楽部門,東方紺珠伝,プレイヤーズスコア,Music,Legacy of Lunatic Kingdom,Player's Score
음악부문,동방심비록(PS4판),광기의 눈동자 ~ Invisible Full Moon,音楽部門,東方深秘録（PS4版）,狂気の瞳　～ Invisible Full Moon,Music,Urban Legend in Limbo (PS4),Lunatic Eyes ~ Invisible Full Moon
음악부문,동방심비록(PS4판),네오 죽림 인 플레임,音楽部門,東方深秘録（PS4版）,ネオ竹林インフレイム,Music,Urban Legend in Limbo (PS4),Neo Bamboo Forest in Flames
음악부문,동방심비록(PS4판),억만겁의 종,音楽部門,東方深秘録（PS4版）,億万劫の鐘,Music,Urban Legend in Limbo (PS4),Bell of So Many Aeons
음악부문,동방심비록(PS4판),오컬트 어트랙트,音楽部門,東方深秘録（PS4版）,オカルトアトラクト,Music,Urban Legend in Limbo (PS4),Occult Attract
음악부문,동방심비록(PS4판),경계 포크로어,音楽部門,東方深秘録（PS4版）,境界フォークロア,Music,Urban Legend in Limbo (PS4),Boundary Folklore
음악부문,동방심비록(PS4판),언노운X ~ Occultly Madness,音楽部門,東方深秘録（PS4版）,アンノウンX　～ Occultly Madness,Music,Urban Legend in Limbo (PS4),Unknown X ~ Occultly Madness
음악부문,동방심비록(PS4판),상모의 광기 ~ Horrible Night,音楽部門,東方深秘録（PS4版）,相貌の狂い ～ Horrible Night,Music,Urban Legend in Limbo (PS4),Madness of Visages ~ Horrible Night
음악부문,동방천공장,벚꽃 흩날리는 천공,音楽部門,東方天空璋,桜舞い散る天空,Music,Hidden Star in Four Seasons,The Sky Where Cherry Blossoms Flutter Down
음악부문,동방천공장,희망의 별은 푸른 하늘에 뜬다,音楽部門,東方天空璋,希望の星は青霄に昇る,Music,Hidden Star in Four Seasons,A Star of Hope Rises in the Blue Sky
음악부문,동방천공장,한여름 요정의 꿈,音楽部門,東方天空璋,真夏の妖精の夢,Music,Hidden Star in Four Seasons,A Midsummer Fairy's Dream
음악부문,동방천공장,가을바람은 요괴의 산으로,音楽部門,東方天空璋,色無き風は妖怪の山に,Music,Hidden Star in Four Seasons,The Colorless Wind on Youkai Mountain
음악부문,동방천공장,깊은 산 속의 인카운터,音楽部門,東方天空璋,山奥のエンカウンター,Music,Hidden Star in Four Seasons,Deep-Mountain Encounter
음악부문,동방천공장,벚꽃빛 바다를 헤엄치며,音楽部門,東方天空璋,桜色の海を泳いで,Music,Hidden Star in Four Seasons,Swim in a Cherry Blossom-Colored Sea
음악부문,동방천공장,한 쌍의 신수,音楽部門,東方天空璋,一対の神獣,Music,Hidden Star in Four Seasons,A Pair of Divine Beasts
음악부문,동방천공장,환상의 화이트 트래블러,音楽部門,東方天空璋,幻想のホワイトトラベラー,Music,Hidden Star in Four Seasons,Illusionary White Traveler
음악부문,동방천공장,마법의 삿갓 지장,音楽部門,東方天空璋,魔法の笠地蔵,Music,Hidden Star in Four Seasons,The Magic Straw-Hat Jizo
음악부문,동방천공장,"금단의 문 너머는, 이승인가 저승인가",音楽部門,東方天空璋,禁断の扉の向こうは、この世かあの世か,Music,Hidden Star in Four Seasons,"Does the Forbidden Door Lead to This World, or the World Beyond?"
음악부문,동방천공장,크레이지 백댄서즈,音楽部門,東方天空璋,クレイジーバックダンサーズ,Music,Hidden Star in Four Seasons,Crazy Backup Dancers
음악부문,동방천공장,인투 백도어,音楽部門,東方天空璋,イントゥ・バックドア,Music,Hidden Star in Four Seasons,Into Backdoor
음악부문,동방천공장,비닉된 포 시즌스,音楽部門,東方天空璋,秘匿されたフォーシーズンズ,Music,Hidden Star in Four Seasons,The Concealed Four Seasons
음악부문,동방천공장,이젠 문으로는 들어갈 수 없어,音楽部門,東方天空璋,もうドアには入れない,Music,Hidden Star in Four Seasons,No More Going Through Doors
음악부문,동방천공장,비신 마타라 ~ Hidden Star in All Seasons,音楽部門,東方天空璋,秘神マターラ　～ Hidden Star in All Seasons.,Music,Hidden Star in Four Seasons,Secret God Matara ~ Hidden Star in All Seasons.
음악부문,동방천공장,부자연스러운 자연,音楽部門,東方天空璋,不自然な自然,Music,Hidden Star in Four Seasons,Unnatural Nature
음악부문,동방천공장,하얀 여행자,音楽部門,東方天空璋,白い旅人,Music,Hidden Star in Four Seasons,White Traveler
음악부문,동방천공장,플레이어즈 스코어,音楽部門,東方天空璋,プレイヤーズスコア,Music,Hidden Star in Four Seasons,Player's Score
음악부문,동방빙의화,땅의 색은 노란색 ~ Primrose,音楽部門,東方憑依華,地の色は黄色　～Primrose,Music,Antinomy of Common Flowers,The Ground's Color is Yellow ~ Primrose
음악부문,동방빙의화,머쉬룸 왈츠,音楽部門,東方憑依華,マッシュルーム・ワルツ,Music,Antinomy of Common Flowers,Mushroom Waltz
음악부문,동방빙의화,성련선 하늘에 가다,音楽部門,東方憑依華,聖輦船空を往く,Music,Antinomy of Common Flowers,The Palanquin Ship Flies in the Sky
음악부문,동방빙의화,법력 아래의 평등,音楽部門,東方憑依華,法力の下の平等,Music,Antinomy of Common Flowers,Equality Under the Law of Dharma
음악부문,동방빙의화,항상불변의 참묘사,音楽部門,東方憑依華,恒常不変の参廟祀,Music,Antinomy of Common Flowers,Constant and Unchanging Temple of Worship
음악부문,동방빙의화,빛나는 천구의,音楽部門,東方憑依華,光輝く天球儀,Music,Antinomy of Common Flowers,Shining Armillary Sphere
음악부문,동방빙의화,계곡 캇파의 기술력,音楽部門,東方憑依華,沢の河童の技術力,Music,Antinomy of Common Flowers,The Ravine Kappa's Technological Prowess
음악부문,동방빙의화,지저에 피는 장미,音楽部門,東方憑依華,地底に咲く薔薇,Music,Antinomy of Common Flowers,A Rose Blooming in the Underworld
음악부문,동방빙의화,심록의 너구리 숲에서,音楽部門,東方憑依華,深緑の狸森にて,Music,Antinomy of Common Flowers,In the Deep-Green Tanuki Forest
음악부문,동방빙의화,심기루 연무,音楽部門,東方憑依華,心綺楼演舞,Music,Antinomy of Common Flowers,Shinkirou Theatrical
음악부문,동방빙의화,불멸의 레드 소울,音楽部門,東方憑依華,不滅のレッドソウル,Music,Antinomy of Common Flowers,Immortal Red Soul
음악부문,동방빙의화,지는 해에 비치는 뒤집힌 성,音楽部門,東方憑依華,落日に生える逆さ城,Music,Antinomy of Common Flowers,The Inverted Castle Lit by the Setting Sun
음악부문,동방빙의화,천 개의 시련을 넘어,音楽部門,東方憑依華,千の試練を超えて,Music,Antinomy of Common Flowers,Overcome a Thousand Trials
음악부문,동방빙의화,꿈의 세계 포크로어,音楽部門,東方憑依華,夢世界フォークロア,Music,Antinomy of Common Flowers,Dream World Folklore
음악부문,동방빙의화,영원히 이어지는 회랑,音楽部門,東方憑依華,永遠に続く回廊,Music,Antinomy of Common Flowers,Corridor Stretching to Eternity
음악부문,동방빙의화,슬립 십 퍼레이드,音楽部門,東方憑依華,スリープシープ・パレード,Music,Antinomy of Common Flowers,Sleep Sheep Parade
음악부문,동방빙의화,다가오는 유정천,音楽部門,東方憑依華,至る有頂天,Music,Antinomy of Common Flowers,Bhavaagra as Far as the Eye Can See
음악부문,동방빙의화,요리마시는 꿈과 현실 사이에 ~ Necro-Fantasia,音楽部門,東方憑依華,憑坐は夢と現の間に　～ Necro-Fantasia,Music,Antinomy of Common Flowers,Yorimashi Between Dreams and Reality ~ Necro-Fantasia
음악부문,동방빙의화,오늘 밤은 표일한 에고이스트(Live ver) ~ Egoistic Flowers.,音楽部門,東方憑依華,今宵は飄逸なエゴイスト(Live ver)　～ Egoistic Flowers.,Music,Antinomy of Common Flowers,Tonight Stars an Easygoing Egoist (Live ver.) ~ Egoistic Flowers.
음악부문,동방빙의화,오컬트 어트랙트,音楽部門,東方憑依華,オカルトアトラクト,Music,Antinomy of Common Flowers,Occult Attract
음악부문,동방빙의화,네오 죽림 인 플레임,音楽部門,東方憑依華,ネオ竹林インフレイム,Music,Antinomy of Common Flowers,Neo Bamboo Forest in Flames
음악부문,동방빙의화,억만겁의 종,音楽部門,東方憑依華,億万劫の鐘,Music,Antinomy of Common Flowers,Bell of So Many Aeons
음악부문,동방빙의화,언노운X ~ Occultly Madness,音楽部門,東方憑依華,アンノウンX　～ Occultly Madness,Music,Antinomy of Common Flowers,Unknown X ~ Occultly Madness
음악부문,동방빙의화,빛나는 바늘의 소인족 ~ Little Princess,音楽部門,東方憑依華,輝く針の小人族　～ Little Princess,Music,Antinomy of Common Flowers,Inchlings of the Shining Needle ~ Little Princess
음악부문,동방빙의화,꽃 틈새의 배틀필드,音楽部門,東方憑依華,華狭間のバトルフィールド,Music,Antinomy of Common Flowers,Battlefield of the Flower Threshold
음악부문,동방빙의화,라스트 오컬티즘 ~ 현세의 비술사,音楽部門,東方憑依華,ラストオカルティズム　～ 現し世の秘術師,Music,Antinomy of Common Flowers,Last Occultism ~ Esotericist of the Present World
음악부문,동방빙의화,광기의 눈동자 ~ Invisible Full Moon,音楽部門,東方憑依華,狂気の瞳　～ Invisible Full Moon,Music,Antinomy of Common Flowers,Lunatic Eyes ~ Invisible Full Moon
음악부문,동방빙의화,영원의 춘몽,音楽部門,東方憑依華,永遠の春夢,Music,Antinomy of Common Flowers,Eternal Spring Dream
음악부문,동방빙의화,유정천변 ~ Wonderful Heaven,音楽部門,東方憑依華,有頂天変　～ Wonderful Heaven,Music,Antinomy of Common Flowers,Catastrophe in Bhavaagra ~ Wonderful Heaven
음악부문,동방빙의화,밤이 내려온다 ~ Evening Star,音楽部門,東方憑依華,夜が降りてくる　～ Evening Star,Music,Antinomy of Common Flowers,Night Falls ~ Evening Star
음악부문,동방빙의화,빙의투합,音楽部門,東方憑依華,憑依投合,Music,Antinomy of Common Flowers,Being Things Eye To Eye
음악부문,동방빙의화,연대책인,音楽部門,東方憑依華,連帯責人,Music,Antinomy of Common Flowers,The One Jointly Responsible
음악부문,동방빙의화,합록기록,音楽部門,東方憑依華,合縁奇縁,Music,Antinomy of Common Flowers,An Odd Couple
음악부문,동방빙의화,이심동체,音楽部門,東方憑依華,異心同体,Music,Antinomy of Common Flowers,Two Minds of One Body
음악부문,동방빙의화,장언대어,音楽部門,東方憑依華,壮言大語,Music,Antinomy of Common Flowers,Grandiloquence
음악부문,동방빙의화,지략종횡,音楽部門,東方憑依華,知略縦横,Music,Antinomy of Common Flowers,Scheming Outside the Box
음악부문,동방빙의화,의기양양,音楽部門,東方憑依華,意気揚々,Music,Antinomy of Common Flowers,In High Spirits
음악부문,동방빙의화,개연간근,音楽部門,東方憑依華,開演間近,Music,Antinomy of Common Flowers,The Curtain Shall Rise Soon
음악부문,동방빙의화,천의무봉 ~ Yellow Lily,音楽部門,東方憑依華,天衣無縫　～ Yellow Lily,Music,Antinomy of Common Flowers,Flawless as Clothing of the Celestials ~ Yellow Lily
음악부문,동방빙의화,행운유수,音楽部門,東方憑依華,行雲流水,Music,Antinomy of Common Flowers,Floating with the Tide
음악부문,동방빙의화,이변의 씨앗,音楽部門,東方憑依華,異変の種子,Music,Antinomy of Common Flowers,Seeds of the Incident
음악부문,동방빙의화,싹트는 의혹,音楽部門,東方憑依華,疑惑の芽生え,Music,Antinomy of Common Flowers,Sprouts of Suspicion
음악부문,동방빙의화,아직 피지 않은 빙의화,音楽部門,東方憑依華,未だ蕾む憑依華,Music,Antinomy of Common Flowers,Possession Flowers Yet to Bud
음악부문,동방빙의화,진상으로 이어지는 지엽,音楽部門,東方憑依華,真相へ繋がる枝葉,Music,Antinomy of Common Flowers,Branches Reaching to the Truth
음악부문,동방빙의화,피어나는 빙의화,音楽部門,東方憑依華,咲き誇る憑依華,Music,Antinomy of Common Flowers,Possession Flowers in Full Bloom
음악부문,동방빙의화,흩날리는 빙의화 꽃보라,音楽部門,東方憑依華,舞い散る憑依華吹雪,Music,Antinomy of Common Flowers,Blizzard of Scattering Possession Flowers
음악부문,동방빙의화,유구한 증기기관,音楽部門,東方憑依華,悠久の蒸気機関,Music,Antinomy of Common Flowers,The Eternal Steam Engine
음악부문,비봉 나이트메어 다이어리,악몽일기,音楽部門,秘封ナイトメアダイアリー,悪夢日記,Music,Violet Detector,Nightmare Journal
음악부문,비봉 나이트메어 다이어리,루시드 드리머,音楽部門,秘封ナイトメアダイアリー,ルーシッドドリーマー,Music,Violet Detector,Lucid Dreamer
음악부문,비봉 나이트메어 다이어리,루나틱 드리머,音楽部門,秘封ナイトメアダイアリー,ルナティックドリーマー,Music,Violet Detector,Lunatic Dreamer
음악부문,비봉 나이트메어 다이어리,나이트메어 다이어리,音楽部門,秘封ナイトメアダイアリー,ナイトメアダイアリー,Music,Violet Detector,Nightmare Diary
음악부문,비봉 나이트메어 다이어리,바 올드 아담,音楽部門,秘封ナイトメアダイアリー,バー・オールドアダム,Music,Violet Detector,"""Old Adam"" Bar"
음악부문,비봉 나이트메어 다이어리,연석박물지가 가져온 어둠,音楽部門,秘封ナイトメアダイアリー,燕石博物誌が連れてきた闇,Music,Violet Detector,The Darkness Brought In by Swallowstone Naturalis Historia
음악부문,비봉 나이트메어 다이어리,영원의 춘몽,音楽部門,秘封ナイトメアダイアリー,永遠の春夢,Music,Violet Detector,Eternal Spring Dream
음악부문,비봉 나이트메어 다이어리,비닉된 포 시즌스,音楽部門,秘封ナイトメアダイアリー,秘匿されたフォーシーズンズ,Music,Violet Detector,The Concealed Four Seasons
음악부문,동방귀형수,말 못 하는 짐승의 영혼,音楽部門,東方鬼形獣,物言わぬ獣の霊,Music,Wily Beast and Weakest Creature,Silent Beast Spirits
음악부문,동방귀형수,지장만이 아는 애탄,音楽部門,東方鬼形獣,地蔵だけが知る哀嘆,Music,Wily Beast and Weakest Creature,The Lamentations Known Only by Jizo
음악부문,동방귀형수,젤리 스톤,音楽部門,東方鬼形獣,ジェリーストーン,Music,Wily Beast and Weakest Creature,Jelly Stone
음악부문,동방귀형수,로스트 리버,音楽部門,東方鬼形獣,ロストリバー,Music,Wily Beast and Weakest Creature,Lost River
음악부문,동방귀형수,돌의 갓난아이와 물 속의 소,音楽部門,東方鬼形獣,石の赤子と水中の牛,Music,Wily Beast and Weakest Creature,The Stone Baby and the Submerged Bovine
음악부문,동방귀형수,불후의 만주사화,音楽部門,東方鬼形獣,不朽の曼珠沙華,Music,Wily Beast and Weakest Creature,Everlasting Red Spider Lily
음악부문,동방귀형수,세라픽 치킨,音楽部門,東方鬼形獣,セラフィックチキン,Music,Wily Beast and Weakest Creature,Seraphic Chicken
음악부문,동방귀형수,언로케이티드 헬,音楽部門,東方鬼形獣,アンロケイテッドヘル,Music,Wily Beast and Weakest Creature,Unlocated Hell
음악부문,동방귀형수,토터스 드래곤 ~ 행운과 불운,音楽部門,東方鬼形獣,トータスドラゴン　〜幸運と不運,Music,Wily Beast and Weakest Creature,Tortoise Dragon ~ Fortune and Misfortune
음악부문,동방귀형수,비스트 메트로폴리스,音楽部門,東方鬼形獣,ビーストメトロポリス,Music,Wily Beast and Weakest Creature,Beast Metropolis
음악부문,동방귀형수,세라믹스의 장도인,音楽部門,東方鬼形獣,セラミックスの杖刀人,Music,Wily Beast and Weakest Creature,Joutoujin of Ceramics
음악부문,동방귀형수,일렉트릭 헤리티지,音楽部門,東方鬼形獣,エレクトリックヘリテージ,Music,Wily Beast and Weakest Creature,Electric Heritage
음악부문,동방귀형수,우상에 세계를 맡기고 ~ Idoratrize World,音楽部門,東方鬼形獣,偶像に世界を委ねて　〜Idoratrize World,Music,Wily Beast and Weakest Creature,Entrust this World to Idols ~ Idolatrize World
음악부문,동방귀형수,눈부신 약육강식의 규칙,音楽部門,東方鬼形獣,輝かしき弱肉強食の掟,Music,Wily Beast and Weakest Creature,The Shining Law of the Strong Eating the Weak
음악부문,동방귀형수,쇼토쿠 태자의 페가수스 ~ Dark Pegasus,音楽部門,東方鬼形獣,聖徳太子のペガサス　〜Dark Pegasus,Music,Wily Beast and Weakest Creature,Prince Shoutoku's Pegasus ~ Dark Pegasus
음악부문,동방귀형수,축생들의 휴식,音楽部門,東方鬼形獣,畜生達の休息,Music,Wily Beast and Weakest Creature,The Animals' Rest
음악부문,동방귀형수,지하에서의 귀환,音楽部門,東方鬼形獣,地下からの帰還,Music,Wily Beast and Weakest Creature,Returning Home from the Underground
음악부문,동방홍룡동,무지개가 걸린 환상향,音楽部門,東方虹龍洞,虹の架かる幻想郷,Music,Unconnected Marketeers,A Rainbow Spanning Gensokyo
음악부문,동방홍룡동,요괴들의 소나기,音楽部門,東方虹龍洞,妖異達の通り雨,Music,Unconnected Marketeers,A Shower of Strange Occurrences
음악부문,동방홍룡동,대길 키튼,音楽部門,東方虹龍洞,大吉キトゥン,Music,Unconnected Marketeers,Kitten of Great Fortune
음악부문,동방홍룡동,심록에 숨겨진 절벽,音楽部門,東方虹龍洞,深緑に隠された断崖,Music,Unconnected Marketeers,The Cliff Hidden in Deep Green
음악부문,동방홍룡동,밴디트리 테크놀로지,音楽部門,東方虹龍洞,バンデットリィテクノロジー,Music,Unconnected Marketeers,Banditry Technology
음악부문,동방홍룡동,망아지풀이 피는 퍼페추얼 스노우,音楽部門,東方虹龍洞,駒草咲くパーペチュアルスノー,Music,Unconnected Marketeers,The Perpetual Snow of Komakusa Blossoms
음악부문,동방홍룡동,스모킹 드래곤,音楽部門,東方虹龍洞,スモーキングドラゴン,Music,Unconnected Marketeers,Smoking Dragon
음악부문,동방홍룡동,스러져가는 산업유구,音楽部門,東方虹龍洞,廃れゆく産業遺構,Music,Unconnected Marketeers,The Obsolescent Industrial Remains
음악부문,동방홍룡동,신대 광석,音楽部門,東方虹龍洞,神代鉱石,Music,Unconnected Marketeers,Ore from the Age of the Gods
음악부문,동방홍룡동,애타게 기다리던 황혼녘,音楽部門,東方虹龍洞,待ちわびた逢魔が時,Music,Unconnected Marketeers,The Long-Awaited Oumagatoki
음악부문,동방홍룡동,별이 지는 천마의 산,音楽部門,東方虹龍洞,星降る天魔の山,Music,Unconnected Marketeers,Starry Mountain of Tenma
음악부문,동방홍룡동,루나 레인보우,音楽部門,東方虹龍洞,ルナレインボー,Music,Unconnected Marketeers,Lunar Rainbow
음악부문,동방홍룡동,그 활기찬 시장은 지금 어디에 ~ Immemorial Marketeers,音楽部門,東方虹龍洞,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,Music,Unconnected Marketeers,Where Is That Bustling Marketplace Now ~ Immemorial Marketeers
음악부문,동방홍룡동,환상의 지하 대선로망,音楽部門,東方虹龍洞,幻想の地下大線路網,Music,Unconnected Marketeers,The Great Fantastic Underground Railway Network
음악부문,동방홍룡동,용왕을 죽이는 프린세스,音楽部門,東方虹龍洞,龍王殺しのプリンセス,Music,Unconnected Marketeers,The Princess Who Slays Dragon Kings
음악부문,동방홍룡동,폭풍 후의 일요일,音楽部門,東方虹龍洞,嵐の後の日曜日,Music,Unconnected Marketeers,The Sunday After the Storm
음악부문,동방홍룡동,무지갯빛 세계,音楽部門,東方虹龍洞,虹色の世界,Music,Unconnected Marketeers,A Rainbow-Colored World
음악부문,동방강욕이문,수몰된 침수지옥,音楽部門,東方剛欲異聞,水没した沈愁地獄,Music,Sunken Fossil World,Submerged Hell of Sunken Sorrow
음악부문,동방강욕이문,마법사의 우울,音楽部門,東方剛欲異聞,魔法使いの憂鬱,Music,Sunken Fossil World,Magician's Melancholy
음악부문,동방강욕이문,어둠의 풍혈,音楽部門,東方剛欲異聞,暗闇の風穴,Music,Sunken Fossil World,The Dark Blowhole
음악부문,동방강욕이문,옛 지옥 길거리를 가다,音楽部門,東方剛欲異聞,旧地獄街道を行く,Music,Sunken Fossil World,Walking the Streets of a Former Hell
음악부문,동방강욕이문,업화 맨틀,音楽部門,東方剛欲異聞,業火マントル,Music,Sunken Fossil World,Hellfire Mantle
음악부문,동방강욕이문,기둥의 묘지,音楽部門,東方剛欲異聞,御柱の墓場,Music,Sunken Fossil World,Cemetery of Onbashira
음악부문,동방강욕이문,불후의 만주사화,音楽部門,東方剛欲異聞,不朽の曼殊沙華,Music,Sunken Fossil World,Everlasting Red Spider Lily
음악부문,동방강욕이문,마법소녀들의 백년제,音楽部門,東方剛欲異聞,魔法少女達の百年祭,Music,Sunken Fossil World,The Centennial Festival for Magical Girls
음악부문,동방강욕이문,소녀기상곡 ~ Capriccio,音楽部門,東方剛欲異聞,少女綺想曲,Music,Sunken Fossil World,Maiden's Capriccio
음악부문,동방강욕이문,사랑색 마스터 스파크,音楽部門,東方剛欲異聞,恋色マスタースパーク,Music,Sunken Fossil World,Love-Colored Master Spark
음악부문,동방강욕이문,봉인당한 요괴,音楽部門,東方剛欲異聞,封じられた妖怪,Music,Sunken Fossil World,The Sealed-Away Youkai
음악부문,동방강욕이문,만년 방치된 우산에 주의를,音楽部門,東方剛欲異聞,万年置き傘にご注意を,Music,Sunken Fossil World,Beware the Umbrella Left There Forever
음악부문,동방강욕이문,캡틴 무라사,音楽部門,東方剛欲異聞,キャプテンムラサ,Music,Sunken Fossil World,Captain Murasa
음악부문,동방강욕이문,신성하고 장엄한 옛 전장,音楽部門,東方剛欲異聞,神さびた古戦場,Music,Sunken Fossil World,The Venerable Ancient Battlefield
음악부문,동방강욕이문,오늘 밤은 표일한 에고이스트 ~ Egoistic Flowers,音楽部門,東方剛欲異聞,今宵は飄逸なエゴイスト　～ Egoistic Flowers.,Music,Sunken Fossil World,Tonight Stars an Easygoing Egoist ~ Egoistic Flowers
음악부문,동방강욕이문,꽃의 술잔 오오에야마,音楽部門,東方剛欲異聞,華のさかづき大江山,Music,Sunken Fossil World,A Flower-Studded Sake Dish on Mt. Ooe
음악부문,동방강욕이문,영지의 태양신앙,音楽部門,東方剛欲異聞,霊知の太陽信仰,Music,Sunken Fossil World,Solar Sect of Mystic Wisdom
음악부문,동방강욕이문,세라픽 치킨,音楽部門,東方剛欲異聞,セラフィックチキン,Music,Sunken Fossil World,Seraphic Chicken
음악부문,동방강욕이문,U.N.오웬은 그녀인가?,音楽部門,東方剛欲異聞,U.N.オーエンは彼女なのか？,Music,Sunken Fossil World,U.N. Owen Was Her?
음악부문,동방강욕이문,"대지의 아래, 강욕의 바다",音楽部門,東方剛欲異聞,大地の底、剛欲の海,Music,Sunken Fossil World,"Depths of the Earth, Ocean of Avarice"
음악부문,동방강욕이문,탐욕스러운 짐승의 메멘토,音楽部門,東方剛欲異聞,強欲な獣のメメント,Music,Sunken Fossil World,Memento of the Avaricious Beast
음악부문,동방강욕이문,모든 유기체들의 메멘토 ~ Memory of Fossil Energy.,音楽部門,東方剛欲異聞,有機体全てのメメント　～ Memory of Fossil Energy.,Music,Sunken Fossil World,Memento of All Organisms ~ Memory of Fossil Energy.
음악부문,동방강욕이문,천리인욕,音楽部門,東方剛欲異聞,天理人欲,Music,Sunken Fossil World,"Laws of Heaven, Desires of Man"
음악부문,동방강욕이문,동방강욕이문,音楽部門,東方剛欲異聞,東方剛欲異聞,Music,Sunken Fossil World,Eastern Strange Tale of Avarice
음악부문,동방강욕이문,이젠 문으로는 들어갈 수 없어,音楽部門,東方剛欲異聞,もうドアには入れない,Music,Sunken Fossil World,No More Going Through Doors
음악부문,동방강욕이문,비신 마타라,音楽部門,東方剛欲異聞,秘神マターラ,Music,Sunken Fossil World,Secret God Matara
음악부문,불릿필리아들의 암시장,수집가의 우울한 오후,音楽部門,バレットフィリア達の闇市場,コレクターの憂鬱な午後,Music,100th Black Market,The Collector's Melancholy Afternoon
음악부문,불릿필리아들의 암시장,두근거리는 익숙한 환상향,音楽部門,バレットフィリア達の闇市場,ワクワクする見慣れた幻想郷,Music,100th Black Market,An Exciting and Familiar Gensokyo
음악부문,불릿필리아들의 암시장,요괴 훅 온,音楽部門,バレットフィリア達の闇市場,妖怪フックオン,Music,100th Black Market,Youkai Hook On
음악부문,불릿필리아들의 암시장,암시장은 장소를 가리지 않는다,音楽部門,バレットフィリア達の闇市場,闇市場は場所を選ばない,Music,100th Black Market,"Black Markets Can Happen Anywhere, Anytime"
음악부문,불릿필리아들의 암시장,"탄막을 들어라, 불릿필리아들아",音楽部門,バレットフィリア達の闇市場,弾幕を持て、バレットフィリア達よ,Music,100th Black Market,"Take Thy Danmaku In Hand, O Bulletphiles"
음악부문,불릿필리아들의 암시장,100번째 블랙 마켓,音楽部門,バレットフィリア達の闇市場,100回目のブラックマーケット,Music,100th Black Market,The 100th Black Market
음악부문,불릿필리아들의 암시장,루나틱 드리머,音楽部門,バレットフィリア達の闇市場,ルナティックドリーマー,Music,100th Black Market,Lunatic Dreamer
음악부문,불릿필리아들의 암시장,루나 레인보우,音楽部門,バレットフィリア達の闇市場,ルナレインボー,Music,100th Black Market,Lunar Rainbow
음악부문,불릿필리아들의 암시장,그 활기찬 시장은 지금 어디에 ~ Immemorial Marketeers,音楽部門,バレットフィリア達の闇市場,あの賑やかな市場は今どこに　〜 Immemorial Marketeers,Music,100th Black Market,Where Is That Bustling Marketplace Now ~ Immemorial Marketeers
음악부문,불릿필리아들의 암시장,무지갯빛 세계,音楽部門,バレットフィリア達の闇市場,虹色の世界,Music,100th Black Market,A Rainbow-Colored World
음악부문,동방수왕원,짐승의 지성,音楽部門,東方獣王園,獣の知性,Music,Unfinished Dream of All Living Ghost,A Beast's Intelligence
음악부문,동방수왕원,세계는 귀엽게 만들어져 있다,音楽部門,東方獣王園,世界は可愛く出来ている,Music,Unfinished Dream of All Living Ghost,The World Is Made in an Adorable Way
음악부문,동방수왕원,마수 스크램블,音楽部門,東方獣王園,魔獣スクランブル,Music,Unfinished Dream of All Living Ghost,Magical Beast Scramble
음악부문,동방수왕원,오니는 유구의 산에,音楽部門,東方獣王園,鬼は悠久の山に,Music,Unfinished Dream of All Living Ghost,The Oni on the Perpetual Mountain
음악부문,동방수왕원,타이니 샹그릴라,音楽部門,東方獣王園,タイニーシャングリラ,Music,Unfinished Dream of All Living Ghost,Tiny Shangri-La
음악부문,동방수왕원,용감하고 한가로운 요수,音楽部門,東方獣王園,勇敢で有閑な妖獣,Music,Unfinished Dream of All Living Ghost,A Brave and Leisurely Beast
음악부문,동방수왕원,흡혈괴수 추파카브라,音楽部門,東方獣王園,吸血怪獣チュパカブラ,Music,Unfinished Dream of All Living Ghost,Vampiric Cryptid Chupacabra
음악부문,동방수왕원,뒤돌아보지 않는 황천길,音楽部門,東方獣王園,振り向かない黄泉の道,Music,Unfinished Dream of All Living Ghost,The Path to Yomi Where None Turn Back
음악부문,동방수왕원,일탈자들의 무애광 ~ Kingdom of Nothingness.,音楽部門,東方獣王園,逸脱者達の無礙光　～ Kingdom of Nothingness,Music,Unfinished Dream of All Living Ghost,The Deviants' Unobstructed Light ~ Kingdom of Nothingness.
음악부문,동방수왕원,소녀가 본 일본의 원풍경,音楽部門,東方獣王園,少女が見た日本の原風景,Music,Unfinished Dream of All Living Ghost,The Primal Scene of Japan the Girl Saw
