대분류	소분류	한국어	일본어	영어
音楽部門	東方紺珠伝	9월의 펌프킨	九月のパンプキン	September Pumpkin
音楽部門	東方紺珠伝	우주를 나는 이상한 무녀	宇宙を飛ぶ不思議な巫女	The Mysterious Shrine Maiden Flying Through Space
音楽部門	東方紺珠伝	영원의 춘몽	永遠の春夢	Eternal Spring Dream
音楽部門	東方紺珠伝	얼어붙은 영원의 도시	凍り付いた永遠の都	The Frozen Eternal Capital
音楽部門	東方紺珠伝	역전하는 휠 오브 포춘	逆転するホイールオブフォーチュン	Reversed Wheel of Fortune
音楽部門	東方紺珠伝	아득한 38만 킬로의 보야주	遥か38万キロのボヤージュ	Faraway Voyage of 380,000 Kilometers
音楽部門	東方紺珠伝	성조기의 피에로	星条旗のピエロ	Pierrot of the Star-Spangled Banner
音楽部門	東方紺珠伝	고향별이 비치는 바다	故郷の星が映る海	The Sea that Reflects One's Home Planet
音楽部門	東方紺珠伝	퓨어 퓨리스 ~ 마음이 있는 곳	ピュアヒューリーズ　～ 心の在処	Pure Furies ~ Whereabouts of the Heart
音楽部門	東方紺珠伝	본 적 없는 악몽의 세계	見た事も無い悪夢の世界	A World of Nightmares Never Seen Before
音楽部門	東方紺珠伝	판데모닉 플래닛	パンデモニックプラネット	Pandemonic Planet
音楽部門	東方紺珠伝	신사에서 보이는 달	神社から見える月	The Moon as Seen from the Shrine
音楽部門	東方紺珠伝	우주 무녀 귀환하다	宇宙巫女帰還する	The Space Shrine Maiden Returns Home
音楽部門	東方紺珠伝	플레이어즈 스코어	プレイヤーズスコア	Player's Score
音楽部門	東方深秘録（PS4版）	광기의 눈동자 ~ Invisible Full Moon	狂気の瞳　～ Invisible Full Moon	Lunatic Eyes ~ Invisible Full Moon
音楽部門	東方深秘録（PS4版）	네오 죽림 인 플레임	ネオ竹林インフレイム	Neo Bamboo Forest in Flames
音楽部門	東方深秘録（PS4版）	억만겁의 종	億万劫の鐘	Bell of So Many Aeons
音楽部門	東方深秘録（PS4版）	오컬트 어트랙트	オカルトアトラクト	Occult Attract
音楽部門	東方深秘録（PS4版）	경계 포크로어	境界フォークロア	Boundary Folklore
音楽部門	東方深秘録（PS4版）	언노운X ~ Occultly Madness	アンノウンX　～ Occultly Madness	Unknown X ~ Occultly Madness
音楽部門	東方深秘録（PS4版）	상모의 광기 ~ Horrible Night	相貌の狂い ～ Horrible Night	Madness of Visages ~ Horrible Night
音楽部門	東方天空璋	벚꽃 흩날리는 천공	桜舞い散る天空	The Sky Where Cherry Blossoms Flutter Down
音楽部門	東方天空璋	희망의 별은 푸른 하늘에 뜬다	希望の星は青霄に昇る	A Star of Hope Rises in the Blue Sky
音楽部門	東方天空璋	한여름 요정의 꿈	真夏の妖精の夢	A Midsummer Fairy's Dream
音楽部門	東方天空璋	가을바람은 요괴의 산으로	色無き風は妖怪の山に	The Colorless Wind on Youkai Mountain
音楽部門	東方天空璋	깊은 산 속의 인카운터	山奥のエンカウンター	Deep-Mountain Encounter
音楽部門	東方天空璋	벚꽃빛 바다를 헤엄치며	桜色の海を泳いで	Swim in a Cherry Blossom-Colored Sea
音楽部門	東方天空璋	한 쌍의 신수	一対の神獣	A Pair of Divine Beasts
音楽部門	東方天空璋	환상의 화이트 트래블러	幻想のホワイトトラベラー	Illusionary White Traveler
音楽部門	東方天空璋	마법의 삿갓 지장	魔法の笠地蔵	The Magic Straw-Hat Jizo
音楽部門	東方天空璋	금단의 문 너머는, 이승인가 저승인가	禁断の扉の向こうは、この世かあの世か	Does the Forbidden Door Lead to This World, or the World Beyond?
音楽部門	東方天空璋	크레이지 백댄서즈	クレイジーバックダンサーズ	Crazy Backup Dancers
音楽部門	東方天空璋	인투 백도어	イントゥ・バックドア	Into Backdoor
音楽部門	東方天空璋	비닉된 포 시즌스	秘匿されたフォーシーズンズ	The Concealed Four Seasons
音楽部門	東方天空璋	이젠 문으로는 들어갈 수 없어	もうドアには入れない	No More Going Through Doors
音楽部門	東方天空璋	비신 마타라 ~ Hidden Star in All Seasons	秘神マターラ　～ Hidden Star in All Seasons.	Secret God Matara ~ Hidden Star in All Seasons.
音楽部門	東方天空璋	부자연스러운 자연	不自然な自然	Unnatural Nature
音楽部門	東方天空璋	하얀 여행자	白い旅人	White Traveler
音楽部門	東方天空璋	플레이어즈 스코어	プレイヤーズスコア	Player's Score
音楽部門	東方憑依華	땅의 색은 노란색 ~ Primrose	地の色は黄色　～Primrose	The Ground's Color is Yellow ~ Primrose
音楽部門	東方憑依華	머쉬룸 왈츠	マッシュルーム・ワルツ	Mushroom Waltz
音楽部門	東方憑依華	성련선 하늘에 가다	聖輦船空を往く	The Palanquin Ship Flies in the Sky
音楽部門	東方憑依華	법력 아래의 평등	法力の下の平等	Equality Under the Law of Dharma
音楽部門	東方憑依華	항상불변의 참묘사	恒常不変の参廟祀	Constant and Unchanging Temple of Worship
音楽部門	東方憑依華	빛나는 천구의	光輝く天球儀	Shining Armillary Sphere
音楽部門	東方憑依華	계곡 캇파의 기술력	沢の河童の技術力	The Ravine Kappa's Technological Prowess
音楽部門	東方憑依華	지저에 피는 장미	地底に咲く薔薇	A Rose Blooming in the Underworld
音楽部門	東方憑依華	심록의 너구리 숲에서	深緑の狸森にて	In the Deep-Green Tanuki Forest
音楽部門	東方憑依華	심기루 연무	心綺楼演舞	Shinkirou Theatrical
音楽部門	東方憑依華	불멸의 레드 소울	不滅のレッドソウル	Immortal Red Soul
音楽部門	東方憑依華	지는 해에 비치는 뒤집힌 성	落日に生える逆さ城	The Inverted Castle Lit by the Setting Sun
音楽部門	東方憑依華	천 개의 시련을 넘어	千の試練を超えて	Overcome a Thousand Trials
音楽部門	東方憑依華	꿈의 세계 포크로어	夢世界フォークロア	Dream World Folklore
音楽部門	東方憑依華	영원히 이어지는 회랑	永遠に続く回廊	Corridor Stretching to Eternity
音楽部門	東方憑依華	슬립 십 퍼레이드	スリープシープ・パレード	Sleep Sheep Parade
音楽部門	東方憑依華	다가오는 유정천	至る有頂天	Bhavaagra as Far as the Eye Can See
音楽部門	東方憑依華	요리마시는 꿈과 현실 사이에 ~ Necro-Fantasia	憑坐は夢と現の間に　～ Necro-Fantasia	Yorimashi Between Dreams and Reality ~ Necro-Fantasia
音楽部門	東方憑依華	오늘 밤은 표일한 에고이스트(Live ver) ~ Egoistic Flowers.	今宵は飄逸なエゴイスト(Live ver)　～ Egoistic Flowers.	Tonight Stars an Easygoing Egoist (Live ver.) ~ Egoistic Flowers.
音楽部門	東方憑依華	오컬트 어트랙트	オカルトアトラクト	Occult Attract
音楽部門	東方憑依華	네오 죽림 인 플레임	ネオ竹林インフレイム	Neo Bamboo Forest in Flames
音楽部門	東方憑依華	억만겁의 종	億万劫の鐘	Bell of So Many Aeons
音楽部門	東方憑依華	언노운X ~ Occultly Madness	アンノウンX　～ Occultly Madness	Unknown X ~ Occultly Madness
音楽部門	東方憑依華	빛나는 바늘의 소인족 ~ Little Princess	輝く針の小人族　～ Little Princess	Inchlings of the Shining Needle ~ Little Princess
音楽部門	東方憑依華	꽃 틈새의 배틀필드	華狭間のバトルフィールド	Battlefield of the Flower Threshold
音楽部門	東方憑依華	라스트 오컬티즘 ~ 현세의 비술사	ラストオカルティズム　～ 現し世の秘術師	Last Occultism ~ Esotericist of the Present World
音楽部門	東方憑依華	광기의 눈동자 ~ Invisible Full Moon	狂気の瞳　～ Invisible Full Moon	Lunatic Eyes ~ Invisible Full Moon
音楽部門	東方憑依華	영원의 춘몽	永遠の春夢	Eternal Spring Dream
音楽部門	東方憑依華	유정천변 ~ Wonderful Heaven	有頂天変　～ Wonderful Heaven	Catastrophe in Bhavaagra ~ Wonderful Heaven
音楽部門	東方憑依華	밤이 내려온다 ~ Evening Star	夜が降りてくる　～ Evening Star	Night Falls ~ Evening Star
音楽部門	東方憑依華	빙의투합	憑依投合	Being Things Eye To Eye
音楽部門	東方憑依華	연대책인	連帯責人	The One Jointly Responsible
音楽部門	東方憑依華	합록기록	合縁奇縁	An Odd Couple
音楽部門	東方憑依華	이심동체	異心同体	Two Minds of One Body
音楽部門	東方憑依華	장언대어	壮言大語	Grandiloquence
音楽部門	東方憑依華	지략종횡	知略縦横	Scheming Outside the Box
音楽部門	東方憑依華	의기양양	意気揚々	In High Spirits
音楽部門	東方憑依華	개연간근	開演間近	The Curtain Shall Rise Soon
音楽部門	東方憑依華	천의무봉 ~ Yellow Lily	天衣無縫　～ Yellow Lily	Flawless as Clothing of the Celestials ~ Yellow Lily
音楽部門	東方憑依華	행운유수	行雲流水	Floating with the Tide
音楽部門	東方憑依華	이변의 씨앗	異変の種子	Seeds of the Incident
音楽部門	東方憑依華	싹트는 의혹	疑惑の芽生え	Sprouts of Suspicion
音楽部門	東方憑依華	아직 피지 않은 빙의화	未だ蕾む憑依華	Possession Flowers Yet to Bud
音楽部門	東方憑依華	진상으로 이어지는 지엽	真相へ繋がる枝葉	Branches Reaching to the Truth
音楽部門	東方憑依華	피어나는 빙의화	咲き誇る憑依華	Possession Flowers in Full Bloom
音楽部門	東方憑依華	흩날리는 빙의화 꽃보라	舞い散る憑依華吹雪	Blizzard of Scattering Possession Flowers
音楽部門	東方憑依華	유구한 증기기관	悠久の蒸気機関	The Eternal Steam Engine
音楽部門	秘封ナイトメアダイアリー	악몽일기	悪夢日記	Nightmare Journal
音楽部門	秘封ナイトメアダイアリー	루시드 드리머	ルーシッドドリーマー	Lucid Dreamer
音楽部門	秘封ナイトメアダイアリー	루나틱 드리머	ルナティックドリーマー	Lunatic Dreamer
音楽部門	秘封ナイトメアダイアリー	나이트메어 다이어리	ナイトメアダイアリー	Nightmare Diary
音楽部門	秘封ナイトメアダイアリー	바 올드 아담	バー・オールドアダム	"""Old Adam"" Bar"
音楽部門	秘封ナイトメアダイアリー	연석박물지가 가져온 어둠	燕石博物誌が連れてきた闇	The Darkness Brought In by Swallowstone Naturalis Historia
音楽部門	秘封ナイトメアダイアリー	영원의 춘몽	永遠の春夢	Eternal Spring Dream
音楽部門	秘封ナイトメアダイアリー	비닉된 포 시즌스	秘匿されたフォーシーズンズ	The Concealed Four Seasons
音楽部門	東方鬼形獣	말 못 하는 짐승의 영혼	物言わぬ獣の霊	Silent Beast Spirits
音楽部門	東方鬼形獣	지장만이 아는 애탄	地蔵だけが知る哀嘆	The Lamentations Known Only by Jizo
音楽部門	東方鬼形獣	젤리 스톤	ジェリーストーン	Jelly Stone
音楽部門	東方鬼形獣	로스트 리버	ロストリバー	Lost River
音楽部門	東方鬼形獣	돌의 갓난아이와 물 속의 소	石の赤子と水中の牛	The Stone Baby and the Submerged Bovine
音楽部門	東方鬼形獣	불후의 만주사화	不朽の曼珠沙華	Everlasting Red Spider Lily
音楽部門	東方鬼形獣	세라픽 치킨	セラフィックチキン	Seraphic Chicken
音楽部門	東方鬼形獣	언로케이티드 헬	アンロケイテッドヘル	Unlocated Hell
音楽部門	東方鬼形獣	토터스 드래곤 ~ 행운과 불운	トータスドラゴン　〜幸運と不運	Tortoise Dragon ~ Fortune and Misfortune
音楽部門	東方鬼形獣	비스트 메트로폴리스	ビーストメトロポリス	Beast Metropolis
音楽部門	東方鬼形獣	세라믹스의 장도인	セラミックスの杖刀人	Joutoujin of Ceramics
音楽部門	東方鬼形獣	일렉트릭 헤리티지	エレクトリックヘリテージ	Electric Heritage
音楽部門	東方鬼形獣	우상에 세계를 맡기고 ~ Idoratrize World	偶像に世界を委ねて　〜Idoratrize World	Entrust this World to Idols ~ Idolatrize World
音楽部門	東方鬼形獣	눈부신 약육강식의 규칙	輝かしき弱肉強食の掟	The Shining Law of the Strong Eating the Weak
音楽部門	東方鬼形獣	쇼토쿠 태자의 페가수스 ~ Dark Pegasus	聖徳太子のペガサス　〜Dark Pegasus	Prince Shoutoku's Pegasus ~ Dark Pegasus
音楽部門	東方鬼形獣	축생들의 휴식	畜生達の休息	The Animals' Rest
音楽部門	東方鬼形獣	지하에서의 귀환	地下からの帰還	Returning Home from the Underground
音楽部門	東方虹龍洞	무지개가 걸린 환상향	虹の架かる幻想郷	A Rainbow Spanning Gensokyo
音楽部門	東方虹龍洞	요괴들의 소나기	妖異達の通り雨	A Shower of Strange Occurrences
音楽部門	東方虹龍洞	대길 키튼	大吉キトゥン	Kitten of Great Fortune
音楽部門	東方虹龍洞	심록에 숨겨진 절벽	深緑に隠された断崖	The Cliff Hidden in Deep Green
音楽部門	東方虹龍洞	밴디트리 테크놀로지	バンデットリィテクノロジー	Banditry Technology
音楽部門	東方虹龍洞	망아지풀이 피는 퍼페추얼 스노우	駒草咲くパーペチュアルスノー	The Perpetual Snow of Komakusa Blossoms
音楽部門	東方虹龍洞	스모킹 드래곤	スモーキングドラゴン	Smoking Dragon
音楽部門	東方虹龍洞	스러져가는 산업유구	廃れゆく産業遺構	The Obsolescent Industrial Remains
音楽部門	東方虹龍洞	신대 광석	神代鉱石	Ore from the Age of the Gods
音楽部門	東方虹龍洞	애타게 기다리던 황혼녘	待ちわびた逢魔が時	The Long-Awaited Oumagatoki
音楽部門	東方虹龍洞	별이 지는 천마의 산	星降る天魔の山	Starry Mountain of Tenma
音楽部門	東方虹龍洞	루나 레인보우	ルナレインボー	Lunar Rainbow
音楽部門	東方虹龍洞	그 활기찬 시장은 지금 어디에 ~ Immemorial Marketeers	あの賑やかな市場は今どこに　〜 Immemorial Marketeers	Where Is That Bustling Marketplace Now ~ Immemorial Marketeers
音楽部門	東方虹龍洞	환상의 지하 대선로망	幻想の地下大線路網	The Great Fantastic Underground Railway Network
音楽部門	東方虹龍洞	용왕을 죽이는 프린세스	龍王殺しのプリンセス	The Princess Who Slays Dragon Kings
音楽部門	東方虹龍洞	폭풍 후의 일요일	嵐の後の日曜日	The Sunday After the Storm
音楽部門	東方虹龍洞	무지갯빛 세계	虹色の世界	A Rainbow-Colored World
音楽部門	東方剛欲異聞	수몰된 침수지옥	水没した沈愁地獄	Submerged Hell of Sunken Sorrow
音楽部門	東方剛欲異聞	마법사의 우울	魔法使いの憂鬱	Magician's Melancholy
音楽部門	東方剛欲異聞	어둠의 풍혈	暗闇の風穴	The Dark Blowhole
音楽部門	東方剛欲異聞	옛 지옥 길거리를 가다	旧地獄街道を行く	Walking the Streets of a Former Hell
音楽部門	東方剛欲異聞	업화 맨틀	業火マントル	Hellfire Mantle
音楽部門	東方剛欲異聞	기둥의 묘지	御柱の墓場	Cemetery of Onbashira
音楽部門	東方剛欲異聞	불후의 만주사화	不朽の曼殊沙華	Everlasting Red Spider Lily
音楽部門	東方剛欲異聞	마법소녀들의 백년제	魔法少女達の百年祭	The Centennial Festival for Magical Girls
音楽部門	東方剛欲異聞	소녀기상곡 ~ Capriccio	少女綺想曲	Maiden's Capriccio
音楽部門	東方剛欲異聞	사랑색 마스터 스파크	恋色マスタースパーク	Love-Colored Master Spark
音楽部門	東方剛欲異聞	봉인당한 요괴	封じられた妖怪	The Sealed-Away Youkai
音楽部門	東方剛欲異聞	만년 방치된 우산에 주의를	万年置き傘にご注意を	Beware the Umbrella Left There Forever
音楽部門	東方剛欲異聞	캡틴 무라사	キャプテンムラサ	Captain Murasa
音楽部門	東方剛欲異聞	신성하고 장엄한 옛 전장	神さびた古戦場	The Venerable Ancient Battlefield
音楽部門	東方剛欲異聞	오늘 밤은 표일한 에고이스트 ~ Egoistic Flowers	今宵は飄逸なエゴイスト　～ Egoistic Flowers.	Tonight Stars an Easygoing Egoist ~ Egoistic Flowers
音楽部門	東方剛欲異聞	꽃의 술잔 오오에야마	華のさかづき大江山	A Flower-Studded Sake Dish on Mt. Ooe
音楽部門	東方剛欲異聞	영지의 태양신앙	霊知の太陽信仰	Solar Sect of Mystic Wisdom
音楽部門	東方剛欲異聞	세라픽 치킨	セラフィックチキン	Seraphic Chicken
音楽部門	東方剛欲異聞	U.N.오웬은 그녀인가?	U.N.オーエンは彼女なのか？	U.N. Owen Was Her?
音楽部門	東方剛欲異聞	대지의 아래, 강욕의 바다	大地の底、剛欲の海	Depths of the Earth, Ocean of Avarice
音楽部門	東方剛欲異聞	탐욕스러운 짐승의 메멘토	強欲な獣のメメント	Memento of the Avaricious Beast
音楽部門	東方剛欲異聞	모든 유기체들의 메멘토 ~ Memory of Fossil Energy.	有機体全てのメメント　～ Memory of Fossil Energy.	Memento of All Organisms ~ Memory of Fossil Energy.
音楽部門	東方剛欲異聞	천리인욕	天理人欲	Laws of Heaven, Desires of Man
音楽部門	東方剛欲異聞	동방강욕이문	東方剛欲異聞	Eastern Strange Tale of Avarice
音楽部門	東方剛欲異聞	이젠 문으로는 들어갈 수 없어	もうドアには入れない	No More Going Through Doors
音楽部門	東方剛欲異聞	비신 마타라	秘神マターラ	Secret God Matara
音楽部門	バレットフィリア達の闇市場	수집가의 우울한 오후	コレクターの憂鬱な午後	The Collector's Melancholy Afternoon
音楽部門	バレットフィリア達の闇市場	두근거리는 익숙한 환상향	ワクワクする見慣れた幻想郷	An Exciting and Familiar Gensokyo
音楽部門	バレットフィリア達の闇市場	요괴 훅 온	妖怪フックオン	Youkai Hook On
音楽部門	バレットフィリア達の闇市場	암시장은 장소를 가리지 않는다	闇市場は場所を選ばない	Black Markets Can Happen Anywhere, Anytime
音楽部門	バレットフィリア達の闇市場	탄막을 들어라, 불릿필리아들아	弾幕を持て、バレットフィリア達よ	Take Thy Danmaku In Hand, O Bulletphiles
音楽部門	バレットフィリア達の闇市場	100번째 블랙 마켓	100回目のブラックマーケット	The 100th Black Market
音楽部門	バレットフィリア達の闇市場	루나틱 드리머	ルナティックドリーマー	Lunatic Dreamer
音楽部門	バレットフィリア達の闇市場	루나 레인보우	ルナレインボー	Lunar Rainbow
音楽部門	バレットフィリア達の闇市場	그 활기찬 시장은 지금 어디에 ~ Immemorial Marketeers	あの賑やかな市場は今どこに　〜 Immemorial Marketeers	Where Is That Bustling Marketplace Now ~ Immemorial Marketeers
音楽部門	バレットフィリア達の闇市場	무지갯빛 세계	虹色の世界	A Rainbow-Colored World
音楽部門	東方獣王園	짐승의 지성	獣の知性	A Beast's Intelligence
音楽部門	東方獣王園	세계는 귀엽게 만들어져 있다	世界は可愛く出来ている	The World Is Made in an Adorable Way
音楽部門	東方獣王園	마수 스크램블	魔獣スクランブル	Magical Beast Scramble
音楽部門	東方獣王園	오니는 유구의 산에	鬼は悠久の山に	The Oni on the Perpetual Mountain
音楽部門	東方獣王園	타이니 샹그릴라	タイニーシャングリラ	Tiny Shangri-La
音楽部門	東方獣王園	용감하고 한가로운 요수	勇敢で有閑な妖獣	A Brave and Leisurely Beast
音楽部門	東方獣王園	흡혈괴수 추파카브라	吸血怪獣チュパカブラ	Vampiric Cryptid Chupacabra
音楽部門	東方獣王園	뒤돌아보지 않는 황천길	振り向かない黄泉の道	The Path to Yomi Where None Turn Back
音楽部門	東方獣王園	일탈자들의 무애광 ~ Kingdom of Nothingness.	逸脱者達の無礙光　～ Kingdom of Nothingness	The Deviants' Unobstructed Light ~ Kingdom of Nothingness.
音楽部門	東方獣王園	소녀가 본 일본의 원풍경	少女が見た日本の原風景	The Primal Scene of Japan the Girl Saw
音楽部門	東方獣王園	요요발호 ~ Who done it!	妖々跋扈　～ Who done it!	Spiritual Domination ~ Who done it!
音楽部門	東方獣王園	한 쌍의 신수	一対の神獣	A Pair of Divine Beasts
音楽部門	東方獣王園	봄의 항구에서	春の湊に	At the Harbor of Spring
音楽部門	東方獣王園	잊기 어려운, 인연의 푸르름	忘れがたき、よすがの緑	Unforgettable, the Nostalgic Greenery
音楽部門	東方獣王園	시체여행 ~ Be of good cheer!	死体旅行　～ Be of good cheer!	Corpse Voyage ~ Be of good cheer!
音楽部門	東方獣王園	애타게 기다리던 황혼녘	待ちわびた逢魔が時	The Long-Awaited Oumagatoki
音楽部門	東方獣王園	사도의 후타츠이와	佐渡の二ッ岩	Futatsuiwa from Sado
音楽部門	東方獣王園	토터스 드래곤 ~ 행운과 불운	トータスドラゴン　～ 幸運と不運	Tortoise Dragon ~ Fortune and Misfortune
音楽部門	東方獣王園	쇼토쿠 태자의 페가수스 ~ Dark Pegasus	聖徳太子のペガサス〜Dark Pegasus	Prince Shoutoku's Pegasus ~ Dark Pegasus
音楽部門	東方獣王園	탐욕스러운 짐승의 메멘토	強欲な獣のメメント	Memento of the Avaricious Beast
音楽部門	東方獣王園	수왕들의 휴식	獣王達の休息	Beast Kings' Rest
音楽部門	東方獣王園	짐승에게 지성은 있는가	獣に知性はあるか	Do Beasts Have Intelligence?
音楽部門	東方獣王園	獣王園ストーリー前半会話曲（曲名不明）	獣王園ストーリー前半会話曲（曲名不明）	Pre-Battle Conversation theme of first half (name unknown)
音楽部門	東方獣王園	獣王園ストーリー後半会話曲（曲名不明）	獣王園ストーリー後半会話曲（曲名不明）	Pre-Battle Conversation theme of second half (name unknown).
音楽部門	東方錦上京	비단 위의 무녀	錦の上の巫女	Shrine Maiden Crowned with Glory
音楽部門	東方錦上京	사랑스러운 티끌의 거처	愛おしき塵の住処	Beloved Dwelling of Dust
音楽部門	東方錦上京	설령 세계로부터 잊혀져도	例え世界から忘れられても	Even if Forgotten by the World
音楽部門	東方錦上京	세이크리드 포레스트	セイクリッドフォレスト	Sacred Forest
音楽部門	東方錦上京	숲에는 요괴가 있어요	森にはお化けがいるよ	There's a Monster in the Woods
音楽部門	東方錦上京	프레스터 존의 황금경	プレステ・ジョアンの黄金境	Golden Land of Prester John
音楽部門	東方錦上京	이왕이면 목숨을 걸고 수수께끼를 풀어라	どうせなら命を賭けて謎を解け	Might as Well Risk Your Life to Solve the Riddle
音楽部門	東方靈異伝	A Sacred Lot	A Sacred Lot	A Sacred Lot
音楽部門	東方靈異伝	영원의 무녀	永遠の巫女	Eternal Shrine Maiden
音楽部門	東方靈異伝	The Positive and Negative	The Positive and Negative	The Positive and Negative
音楽部門	東方靈異伝	Highly Responsive to Prayers	Highly Responsive to Prayers	Highly Responsive to Prayers
音楽部門	東方靈異伝	동방괴기담	東方怪奇談	Eastern Tale of Fancy
音楽部門	東方靈異伝	천사전설	天使伝説	Angel's Legend
音楽部門	東方靈異伝	Oriental Magician	Oriental Magician	Oriental Magician
音楽部門	東方靈異伝	파사의 소태도	破邪の小太刀	Small Evil-Crushing Blade
音楽部門	東方靈異伝	마경	魔鏡	Magic Mirror
音楽部門	東方靈異伝	the Legend of KAGE	the Legend of KAGE	the Legend of KAGE
音楽部門	東方靈異伝	자, 쓰러져 죽을 때까지	いざ、倒れ逝くその時まで	Now, Until the Moment You Die
音楽部門	東方靈異伝	Civilization of Magic	Civilization of Magic	Civilization of Magic
音楽部門	東方靈異伝	성유검사(성유천사)	星幽剣士（星幽天使）	Swordsman of a Distant Star (Angel of a Distant Star)
音楽部門	東方靈異伝	아이리스	アイリス	Iris
音楽部門	東方靈異伝	바람의 신사	風の神社	Shrine of the Wind
音楽部門	東方封魔録	동방봉마록 ~ 정토만다라	東方封魔録　～ 浄土曼荼羅	Eastern Demon-Sealing Record ~ Pure Land Mandala
音楽部門	東方封魔録	하쿠레이 ~ Eastern Wind	博麗　～ Eastern Wind	Hakurei ~ Eastern Wind
音楽部門	東方封魔録	She's in a temper!!	She's in a temper!!	She's in a temper!!
音楽部門	東方封魔録	End of Daylight	End of Daylight	End of Daylight
音楽部門	東方封魔録	어둠의 힘	やみのちから	Power of Darkness
音楽部門	東方封魔録	환몽계	幻夢界	World of Fantasies
音楽部門	東方封魔録	죽음을 걸고	死を賭して	Bet on Death
音楽部門	東方封魔録	신단, 자줏빛으로 타올라	ひもろぎ、むらさきにもえ	Himorogi, Burn in Violet
音楽部門	東方封魔録	사랑색 매직	恋色マジック	Love-Colored Magic
音楽部門	東方封魔録	동방봉마록 ~ 유환난무	東方封魔録　～ 幽幻乱舞	Eastern Demon-Sealing Record ~ Spectral Boisterous Dance
音楽部門	東方封魔録	Complete Darkness	Complete Darkness	Complete Darkness
音楽部門	東方封魔録	엑스트라 러브	エキストララブ	Extra Love
音楽部門	東方封魔録	전차 아가씨가 꾸는 꿈	戦車むすめのみるゆめ	The Tank Girl's Dream
音楽部門	東方封魔録	토오노의 숲	遠野の森	Forest of Tono
音楽部門	東方封魔録	옛날이야기 원더랜드	昔話わんだーらんど	Legendary Wonderland
音楽部門	東方封魔録	하쿠레이 신사 경내	博麗神社境内	Hakurei Shrine Grounds
音楽部門	東方封魔録	해가 지고	陽落ちて	Sunfall
音楽部門	東方封魔録	봉마종연	封魔終演	Demon-Sealing Finale
音楽部門	東方夢時空	꿈은 시공을 넘어서	夢は時空を越えて	A Dream Transcending Space-Time
音楽部門	東方夢時空	Selection	Selection	Selection
音楽部門	東方夢時空	동방요연담	東方妖恋談	Eastern Mystical Tale of Romance
音楽部門	東方夢時空	Reincarnation	Reincarnation	Reincarnation
音楽部門	東方夢時空	Dim. Dream	Dim. Dream	Dim. Dream
音楽部門	東方夢時空	Tabula rasa ~ 공백소녀	Tabula rasa　～ 空白少女	Tabula rasa ~ The Empty Girl
音楽部門	東方夢時空	Maniacal Princess	Maniacal Princess	Maniacal Princess
音楽部門	東方夢時空	몽소실 ~ Lost Dream	夢消失　～ Lost Dream	Vanishing Dream ~ Lost Dream
音楽部門	東方夢時空	몽환유희 ~ Dream War	夢幻遊戯　～ Dream War	Visionary Game ~ Dream War
音楽部門	東方夢時空	마법결전! ~ Fight it out!	魔法決戦！　～ Fight it out!	Decisive Magic Battle! ~ Fight it out!
音楽部門	東方夢時空	Sailor of Time	Sailor of Time	Disunified Field Theory of Magic
音楽部門	東方夢時空	Strawberry Crisis!!	Strawberry Crisis!!	Sailor of Time
音楽部門	東方夢時空	비통일 마법세계론	非統一魔法世界論	Adoration of Magic
音楽部門	東方夢時空	마법종애	魔法鐘愛	Strawberry Crisis!!
音楽部門	東方夢時空	구원의 꿈	久遠の夢	Dream of Eternity
音楽部門	東方夢時空	동방의 파란 하늘	東方の青い空	Eastern Blue Sky
音楽部門	東方夢時空	영원의 만월	永遠の満月	Eternal Full Moon
音楽部門	東方夢時空	Maple Dream...	Maple Dream...	Maple Dream...
音楽部門	東方夢時空	영인의 휴일	霊人の休日	Ghostly Person's Holiday
音楽部門	東方夢時空	승리 데모	勝利デモ	Victory Demonstration
音楽部門	東方夢時空	게임오버	ゲームオーバー	Game Over
音楽部門	東方夢時空	시간의 바람	時の風	Winds of Time
音楽部門	東方夢時空	스타보우 드림	スターボウドリーム	Starbow Dream
音楽部門	東方夢時空	Phantasmagoria	Phantasmagoria	Phantasmagoria
音楽部門	東方幻想郷	환상향 ~ Lotus Land Story	幻想郷　～ Lotus Land Story	Gensokyo ~ Lotus Land Story
音楽部門	東方幻想郷	Witching Dream	Witching Dream	Witching Dream
音楽部門	東方幻想郷	Selene's light	Selene's light	Selene's light
音楽部門	東方幻想郷	장식전 ~ Decoration Battle	装飾戦　～ Decoration Battle	Decoration Battle
音楽部門	東方幻想郷	Break the Sabbath	Break the Sabbath	Break the Sabbath
音楽部門	東方幻想郷	홍향곡 ~ Scarlet Phoneme	紅響曲　～ Scarlet Phoneme	Scarlet Symphony ~ Scarlet Phoneme
音楽部門	東方幻想郷	Bad Apple!!	Bad Apple!!	Bad Apple!!
音楽部門	東方幻想郷	영전 ~ Perdition crisis	霊戦　～ Perdition crisis	Spirit Battle ~ Perdition crisis
音楽部門	東方幻想郷	앨리스 마에스트라	アリスマエステラ	Alice Maestra
音楽部門	東方幻想郷	소녀기상곡 ~ Capriccio	少女綺想曲　～ Capriccio	Maiden's Capriccio ~ Cappriccio
音楽部門	東方幻想郷	별의 그릇 ~ Casket of Star	星の器　～ Casket of Star	Vessel of Stars ~ Casket of Star
音楽部門	東方幻想郷	Lotus Love	Lotus Love	Lotus Love
音楽部門	東方幻想郷	잠자는 공포 ~ Sleeping Terror	眠れる恐怖　～ Sleeping Terror	Sleeping Terror
